Paper Title,Relevance,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Abstract
Diversity of Thought Elicits Stronger Reasoning Capabilities in Multi-Agent Debate Frameworks,"- **Relevance Score:** 60/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses diverse model debate to iteratively refine answers, showing strong gains over single‑shot baselines; includes argumentative exchange but lacks explicit council structure or detailed voting protocols.",https://scispace.com/paper/diversity-of-thought-elicits-stronger-reasoning-capabilities-5cu1aubzm4wj,2024,Journal Article,"",Mahmood Hegazy,10.32388/3y8v71,https://scispace.compdf/diversity-of-thought-elicits-stronger-reasoning-capabilities-5cu1aubzm4wj.pdf,"Large language models (LLMs) excel in natural language generation but often confidently produce incorrect responses, especially in tasks like mathematical reasoning. Chain-of-thought prompting, self-verification, and multi-agent debate are among the strategies proposed to improve the reasoning and factual accuracy of LLMs. Building on Du et al.’s multi-agent debate framework[1], we find that multi-agent debate helps at any model scale, and that diversity of thought elicits stronger reasoning in debating LLMs. Across various model sizes, performance on mathematical reasoning tasks benefits most when diverse trained models are used. Remarkably, after 4 rounds of debate, a diverse set of medium-capacity models (Gemini-Pro, Mixtral 7B\(\times8\), and PaLM 2-M) outperforms GPT-4 on the GSM-8K benchmark, scoring 91% accuracy. By comparison, when 3 instances of Gemini-Pro are used, performance only reaches 82%. Finally, this diverse set of medium-capacity models sets a new state-of-the-art performance on the ASDiv benchmark (94%). These results underscore the idea that the future of AI is agentic, with diverse cooperating agents yielding emergent capabilities beyond even the most powerful individual models. "
CONSENSAGENT: Towards Efficient and Effective Consensus in Multi-Agent LLM Interactions through Sycophancy Mitigation,"- **Relevance Score:** 60/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses structured multi‑agent debate to reduce sycophancy and improve accuracy; dynamically refines prompts for consensus, showing strong gains over single‑shot baselines, though the council‑style organization is less explicit.",https://scispace.com/paper/consensagent-towards-efficient-and-effective-consensus-in-annxysch8ygl,2025,Proceedings Article,"","Priya Pitre
Naren Ramakrishnan
Xuan Wang",10.18653/v1/2025.findings-acl.1141,https://people.cs.vt.edu/ramakris/papers/CONSENSAGENT.pdf,"Multi-agent large language model (LLM) systems have shown remarkable performance in tasks such as reasoning, planning, and decision-making. However, their applicability is limited by challenges such as high computational costs and robustness issues. In this work, we identify and systematically evaluate a critical yet overlooked challenge: sycophancy, where agents reinforce each other’s responses instead of critically engaging with the debate. This behavior inflates computational costs by requiring additional debate rounds to reach consensus, limiting the efficiency of multi-agent LLM systems. Through experiments on six benchmark reasoning datasets across three models, we analyze the impact of sycophancy and its role in reducing the reliability of multi-agent debate. Motivated by our findings, we propose C ONSENS A GENT , a novel framework that dynamically refines prompts based on agent interactions to mitigate sycophancy. C ONSEN - S A GENT improves accuracy of the debate while maintaining efficiency. It significantly outperforms both single-agent and multi-agent base-lines, achieving state-of-the-art results across all benchmark datasets. Our findings highlight the crucial role of structured prompt optimization in multi-agent setups and establish a foundation for more reliable, efficient multi-agent LLM systems in real-world applications. 1"
Coordination in Multi-Agent LLM Systems: The Role of a Question-Asking Agent in Guiding Collaborative Consensus,"- **Relevance Score:** 60/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses a question‑asking agent to steer multi‑LLM dialogue, enabling debate and iterative refinement; shows higher accuracy versus single‑shot baselines, but the council structure and explicit voting mechanisms are only partially addressed.",https://scispace.com/paper/mjQHd5KcyN8J,"","","",K Roohani,"",https://digital.wpi.edu/downloads/fq978037t,""
Byzantine-Robust Decentralized Coordination of LLM Agents,"- **Relevance Score:** 60/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses decentralized worker‑evaluator architecture to form a council, applies Byzantine‑robust voting and ranking, shows empirical gains over single‑shot, but lacks explicit debate mechanisms.",https://scispace.com/paper/byzantine-robust-decentralized-coordination-of-llm-agents-aahxjgdm04t6,2025,Journal Article,arXiv.org,"Yong Geun Jo
Chanik Park",10.48550/arxiv.2507.14928,"","Collaboration among multiple large language model (LLM) agents is a promising approach to overcome inherent limitations of single-agent systems, such as hallucinations and single points of failure. As LLM agents are increasingly deployed on open blockchain platforms, multi-agent systems capable of tolerating malicious (Byzantine) agents have become essential. Recent Byzantine-robust multi-agent systems typically rely on leader-driven coordination, which suffers from two major drawbacks. First, they are inherently vulnerable to targeted attacks against the leader. If consecutive leaders behave maliciously, the system repeatedly fails to achieve consensus, forcing new consensus rounds, which is particularly costly given the high latency of LLM invocations. Second, an underperforming proposal from the leader can be accepted as the final answer even when higher-quality alternatives are available, as existing methods finalize the leader's proposal once it receives a quorum of votes. To address these issues, we propose DecentLLMs, a novel decentralized consensus approach for multi-agent LLM systems, where worker agents generate answers concurrently and evaluator agents independently score and rank these answers to select the best available one. This decentralized architecture enables faster consensus despite the presence of Byzantine agents and consistently selects higher-quality answers through Byzantine-robust aggregation techniques. Experimental results demonstrate that DecentLLMs effectively tolerates Byzantine agents and significantly improves the quality of selected answers."
The hidden strength of disagreement: Unraveling the consensus-diversity tradeoff in adaptive multi-agent systems,"- **Relevance Score:** 60/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses multi‑agent debate to achieve implicit consensus; proposes adaptive mechanisms balancing diversity and agreement; reports higher accuracy versus single‑shot baselines, though council structure and explicit voting are less detailed.",https://scispace.com/paper/the-hidden-strength-of-disagreement-unraveling-the-consensus-pa56ztrhdrxp,2025,Journal Article,arXiv.org,"Zengqing Wu
Takayuki Ito",10.48550/arxiv.2502.16565,https://arxiv.org/pdf/2502.16565,""
"Diversity of Thought Elicits Stronger Reasoning Capabilities in
  Multi-Agent Debate Frameworks","- **Relevance Score:** 60/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Demonstrates debate‑driven multi‑agent reasoning with diverse models, achieving benchmark gains over single‑shot baselines, but lacks explicit council structure and detailed voting protocols.",https://scispace.com/paper/diversity-of-thought-elicits-stronger-reasoning-capabilities-6wcw93qxujq8,2024,Journal Article,"",Mahmood Hegazy,10.48550/arxiv.2410.12853,https://scispace.compdf/diversity-of-thought-elicits-stronger-reasoning-capabilities-6wcw93qxujq8.pdf,"Large language models (LLMs) excel in natural language generation but often confidently produce incorrect responses, especially in tasks like mathematical reasoning. Chain-of-thought prompting, self-verification, and multi-agent debate are among the strategies proposed to improve the reasoning and factual accuracy of LLMs. Building on Du et al.'s multi-agent debate framework, we find that multi-agent debate helps at any model scale, and that diversity of thought elicits stronger reasoning in debating LLMs. Across various model sizes, performance on mathematical reasoning tasks benefits most when diverse trained models are used. Remarkably, after 4 rounds of debate, a diverse set of medium-capacity models (Gemini-Pro, Mixtral 7BX8, and PaLM 2-M) outperforms GPT-4 on the GSM-8K benchmark, scoring 91% accuracy. By comparison, when 3 instances of Gemini-Pro are used, performance only reaches 82%. Finally, this diverse set of medium-capacity models sets a new state-of-the-art performance on the ASDiv benchmark (94%). These results underscore the idea that the future of AI is agentic, with diverse cooperating agents yielding emergent capabilities beyond even the most powerful individual models. "
Symphony: A Decentralized Multi-Agent Framework for Scalable Collective Intelligence,"- **Relevance Score:** 58/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses decentralized ledger and weighted voting to coordinate lightweight LLMs, showing accuracy gains over single-shot baselines; lacks explicit council structure or debate exchanges.",https://scispace.com/paper/symphony-a-decentralized-multi-agent-framework-for-scalable-pw41ndquxm3k,2025,Journal Article,arXiv.org,"Ji Wang
Kashing Chen
Xinyuan Song
Ke Zhang
Lynn Ai
Eric Yang
Bill Shi",10.48550/arxiv.2508.20019,https://scispace.compdf/symphony-a-decentralized-multi-agent-framework-for-scalable-pw41ndquxm3k.pdf,"Most existing Large Language Model (LLM)-based agent frameworks rely on centralized orchestration, incurring high deployment costs, rigid communication topologies, and limited adaptability. To address these challenges, we introduce Symphony, a decentralized multi-agent system which enables lightweight LLMs on consumer-grade GPUs to coordinate. Symphony introduces three key mechanisms: (1) a decentralized ledger that records capabilities, (2) a Beacon-selection protocol for dynamic task allocation, and (3) weighted result voting based on CoTs. This design forms a privacy-saving, scalable, and fault-tolerant orchestration with low overhead. Empirically, Symphony outperforms existing baselines on reasoning benchmarks, achieving substantial accuracy gains and demonstrating robustness across models of varying capacities."
Multi-agent large language models for conversational task-solving,"- **Relevance Score:** 57/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses detailed debate/critique loops among agents; shows empirical gains over single‑shot LLMs; offers a multi‑agent deployment framework but lacks explicit council hierarchy; does not describe voting or aggregation protocols.",https://scispace.com/paper/multi-agent-large-language-models-for-conversational-task-4jjpeske4zzp,2024,Journal Article,"",J. K. Becker,10.48550/arxiv.2410.22932,https://arxiv.org/pdf/2410.22932,"In an era where single large language models have dominated the landscape of artificial intelligence for years, multi-agent systems arise as new protagonists in conversational task-solving. While previous studies have showcased their potential in reasoning tasks and creative endeavors, an analysis of their limitations concerning the conversational paradigms and the impact of individual agents is missing. It remains unascertained how multi-agent discussions perform across tasks of varying complexity and how the structure of these conversations influences the process. To fill that gap, this work systematically evaluates multi-agent systems across various discussion paradigms, assessing their strengths and weaknesses in both generative tasks and question-answering tasks. Alongside the experiments, I propose a taxonomy of 20 multi-agent research studies from 2022 to 2024, followed by the introduction of a framework for deploying multi-agent LLMs in conversational task-solving. I demonstrate that while multi-agent systems excel in complex reasoning tasks, outperforming a single model by leveraging expert personas, they fail on basic tasks. Concretely, I identify three challenges that arise: 1) While longer discussions enhance reasoning, agents fail to maintain conformity to strict task requirements, which leads to problem drift, making shorter conversations more effective for basic tasks. 2) Prolonged discussions risk alignment collapse, raising new safety concerns for these systems. 3) I showcase discussion monopolization through long generations, posing the problem of fairness in decision-making for tasks like summarization. This work uncovers both the potential and challenges that arise with multi-agent interaction and varying conversational paradigms, providing insights into how future research could improve the efficiency, performance, and safety of multi-agent LLMs. "
A Survey of Reasoning with Foundation Models,"- **Relevance Score:** 56/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Survey details multiple LLM agents collaborating, debating, and aggregating, but lacks original system and direct empirical comparison to single-shot baselines.",https://scispace.com/paper/a-survey-of-reasoning-with-foundation-models-52zpw720wf,2023,Preprint,"","Jiankai Sun
Chuanyang Zheng
Enze Xie
Zhengying Liu
Ruihang Chu
Jiaqi Liu
Jiaqi Xu
Mingyu Ding
Hongyang Li
Mengzhe Geng
Yue Wu
Wenhai Wang
Jun Song Chen
Zhangyue Yin
Xiaozhe Ren
Jie Fei
Jun He
Yuan Wu
Lijun Qi
Sylvia Xihui Liu
Yu Liu
Hui Dong
Chongxiu Yu
Ming Zhang
Pheng‐Ann Heng
Jifeng Dai
Ping Luo
Jingdong Wang
Ji-Rong Wen
Xipeng Qiu
Yike Guo
Hui Xiong
Qun Li
Zhenguo Li",10.31219/osf.io/ac4sp,https://scispace.compdf/a-survey-of-reasoning-with-foundation-models-52zpw720wf.pdf,"https://github.com/reasoning-survey/Awesome-Reasoning-Foundation-Models Reasoning, a crucial ability for complex problem-solving, plays a pivotal role in various real-world settings such as negotiation, medical diagnosis, and criminal investigation. It serves as a fundamental methodology in the field of Artificial General Intelligence (AGI). With the ongoing development of foundation models, there is a growing interest in exploring their abilities in reasoning tasks. In this paper, we introduce seminal foundation models proposed or adaptable for reasoning, highlighting the latest advancements in various reasoning tasks, methods, and benchmarks. We then delve into the potential future directions behind the emergence of reasoning abilities within foundation models. We also discuss the relevance of multimodal learning, autonomous agents, and super alignment in the context of reasoning. By discussing these future research directions, we hope to inspire researchers in their exploration of this field, stimulate further advancements in reasoning with foundation models, and contribute to the development of AGI. "
Multi-Agent Debate Strategies to Enhance Requirements Engineering with Large Language Models,"- **Relevance Score:** 55/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Demonstrates MAD debate for RE, but lacks explicit council structure, detailed voting/aggregation, and strong comparative performance evidence.",https://scispace.com/paper/multi-agent-debate-strategies-to-enhance-requirements-3ex0n9pbne5d,2025,Journal Article,arXiv.org,"Marc Oriol
Quim Motger
Jordi Marco
Xavier Franch",10.48550/arxiv.2507.05981,https://scispace.compdf/multi-agent-debate-strategies-to-enhance-requirements-3ex0n9pbne5d.pdf,"Context: Large Language Model (LLM) agents are becoming widely used for various Requirements Engineering (RE) tasks. Research on improving their accuracy mainly focuses on prompt engineering, model fine-tuning, and retrieval augmented generation. However, these methods often treat models as isolated black boxes - relying on single-pass outputs without iterative refinement or collaboration, limiting robustness and adaptability. Objective: We propose that, just as human debates enhance accuracy and reduce bias in RE tasks by incorporating diverse perspectives, different LLM agents debating and collaborating may achieve similar improvements. Our goal is to investigate whether Multi-Agent Debate (MAD) strategies can enhance RE performance. Method: We conducted a systematic study of existing MAD strategies across various domains to identify their key characteristics. To assess their applicability in RE, we implemented and tested a preliminary MAD-based framework for RE classification. Results: Our study identified and categorized several MAD strategies, leading to a taxonomy outlining their core attributes. Our preliminary evaluation demonstrated the feasibility of applying MAD to RE classification. Conclusions: MAD presents a promising approach for improving LLM accuracy in RE tasks. This study provides a foundational understanding of MAD strategies, offering insights for future research and refinements in RE applications."
Personalized Recommendation Agents with Self-Consistency,"- **Relevance Score:** 55/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses a voting-based council of LLM agents with self-consistency checks; provides concrete aggregation methods; hints at better results than single-shot; lacks explicit debate mechanisms.",https://scispace.com/paper/personalized-recommendation-agents-with-self-consistency-04wfaxs7fpf8,2025,Book,"","Zijing Wu
Leheng Sheng
Yuanlin Xia
Yi Zhang
Yuxin Chen",10.1145/3701716.3719229,https://dl.acm.org/doi/pdf/10.1145/3701716.3719229,""
ChatEval: Towards Better LLM-based Evaluators through Multi-Agent Debate,"- **Relevance Score:** 55/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses multi‑agent debate to evaluate model outputs, featuring explicit argumentative exchanges. Provides limited council‑style organization and modest evidence of improvement over single‑agent baselines, but lacks detailed voting or aggregation protocols.",https://scispace.com/paper/chateval-towards-better-llm-based-evaluators-through-multi-2xk9b025e1,2023,Journal Article,arXiv.org,"Chi-Min Chan
Weize Chen
Yusheng Su
Jianxuan Yu
Wei Xue
Shan Zhang
Jie Fu
Zhiyuan Liu",10.48550/arxiv.2308.07201,"","Text evaluation has historically posed significant challenges, often demanding substantial labor and time cost. With the emergence of large language models (LLMs), researchers have explored LLMs' potential as alternatives for human evaluation. While these single-agent-based approaches show promise, experimental results suggest that further advancements are needed to bridge the gap between their current effectiveness and human-level evaluation quality. Recognizing that best practices of human evaluation processes often involve multiple human annotators collaborating in the evaluation, we resort to a multi-agent debate framework, moving beyond single-agent prompting strategies. The multi-agent-based approach enables a group of LLMs to synergize with an array of intelligent counterparts, harnessing their distinct capabilities and expertise to enhance efficiency and effectiveness in handling intricate tasks. In this paper, we construct a multi-agent referee team called ChatEval to autonomously discuss and evaluate the quality of generated responses from different models on open-ended questions and traditional natural language generation (NLG) tasks. Our analysis shows that ChatEval transcends mere textual scoring, offering a human-mimicking evaluation process for reliable assessments. Our code is available at https://github.com/chanchimin/ChatEval. "
"Beyond Self-Consistency: Ensemble Reasoning Boosts Consistency and
  Accuracy of LLMs in Cancer Staging","- **Relevance Score:** 53/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Shows 5% accuracy boost vs single-shot; aggregates multiple reasoning paths via majority vote; uses ensemble reasoning, not a council; lacks debate mechanisms.",https://scispace.com/paper/http://arxiv.org/abs/2404.13149v1,2024,Preprint,"","Chia-Hsuan Chang
Mary M. Lucas
Yeawon Lee
Christopher C. Yang
Grace Lu-Yao",10.1007/978-3-031-66538-7_23,http://arxiv.org/pdf/2404.13149v1,"Advances in large language models (LLMs) have encouraged their adoption in
the healthcare domain where vital clinical information is often contained in
unstructured notes. Cancer staging status is available in clinical reports, but
it requires natural language processing to extract the status from the
unstructured text. With the advance in clinical-oriented LLMs, it is promising
to extract such status without extensive efforts in training the algorithms.
Prompting approaches of the pre-trained LLMs that elicit a model's reasoning
process, such as chain-of-thought, may help to improve the trustworthiness of
the generated responses. Using self-consistency further improves model
performance, but often results in inconsistent generations across the multiple
reasoning paths. In this study, we propose an ensemble reasoning approach with
the aim of improving the consistency of the model generations. Using an open
access clinical large language model to determine the pathologic cancer stage
from real-world pathology reports, we show that the ensemble reasoning approach
is able to improve both the consistency and performance of the LLM in
determining cancer stage, thereby demonstrating the potential to use these
models in clinical or other domains where reliability and trustworthiness are
critical."
Dynamic voting for efficient reasoning in large language models,"- **Relevance Score:** 52/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses dynamic voting to combine LLM outputs, showing clear gains over single‑shot baselines; involves multiple agents but lacks explicit council structure or debate.",https://scispace.com/paper/dynamic-voting-for-efficient-reasoning-in-large-language-b40g0nqotz,"",Journal Article,"","Mingfeng Xue
Dayiheng Liu
Wenqiang Lei
Xingzhang Ren
Baosong Yang
Jun Xie
Yidan Zhang
Dezhong Peng
Jiancheng Lv",10.18653/v1/2023.findings-emnlp.203,https://aclanthology.org/2023.findings-emnlp.203.pdf,","
Finding Common Ground: Using Large Language Models to Detect Agreement in Multi-Agent Decision Conferences,"- **Relevance Score:** 50/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLM agents to simulate decision conferences and detect agreement, includes deliberative interaction and agreement‑detection but lacks a formal council decision process, explicit voting mechanisms, and direct single‑shot performance comparisons.",https://scispace.com/paper/finding-common-ground-using-large-language-models-to-detect-4lsgohmjxuys,2025,Journal Article,arXiv.org,"Selina Heller
Mohamed Ibrahim
D. Selby
Sebastian Vollmer",10.48550/arxiv.2507.08440,https://arxiv.org/pdf/2507.08440,"Decision conferences are structured, collaborative meetings that bring together experts from various fields to address complex issues and reach a consensus on recommendations for future actions or policies. These conferences often rely on facilitated discussions to ensure productive dialogue and collective agreement. Recently, Large Language Models (LLMs) have shown significant promise in simulating real-world scenarios, particularly through collaborative multi-agent systems that mimic group interactions. In this work, we present a novel LLM-based multi-agent system designed to simulate decision conferences, specifically focusing on detecting agreement among the participant agents. To achieve this, we evaluate six distinct LLMs on two tasks: stance detection, which identifies the position an agent takes on a given issue, and stance polarity detection, which identifies the sentiment as positive, negative, or neutral. These models are further assessed within the multi-agent system to determine their effectiveness in complex simulations. Our results indicate that LLMs can reliably detect agreement even in dynamic and nuanced debates. Incorporating an agreement-detection agent within the system can also improve the efficiency of group debates and enhance the overall quality and coherence of deliberations, making them comparable to real-world decision conferences regarding outcome and decision-making. These findings demonstrate the potential for LLM-based multi-agent systems to simulate group decision-making processes. They also highlight that such systems could be instrumental in supporting decision-making with expert elicitation workshops across various domains."
Consensus Is All You Need: Gossip-Based Reasoning Among Large Language Models,"- **Relevance Score:** 48/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses gossip-based peer-to-peer consensus to combine LLM outputs, showing empirical gains over single-shot baselines; lacks structured council or explicit debate mechanisms.",https://scispace.com/paper/consensus-is-all-you-need-gossip-based-reasoning-among-large-ftexssge6yne,2025,Journal Article,arXiv.org,Saksham Arora,10.48550/arxiv.2508.18292,https://scispace.compdf/consensus-is-all-you-need-gossip-based-reasoning-among-large-ftexssge6yne.pdf,"Large language models have advanced rapidly, but no single model excels in every area -- each has its strengths and weaknesses. Instead of relying on one model alone, we take inspiration from gossip protocols in distributed systems, where information is exchanged with peers until they all come to an agreement. In this setup, models exchange answers and gradually work toward a shared solution. Each LLM acts as a node in a peer-to-peer network, sharing responses and thought processes to reach a collective decision. Our results show that this""gossip-based consensus""leads to robust, resilient, and accurate multi-agent AI reasoning. It helps overcome the weaknesses of individual models and brings out their collective strengths. This approach is similar to how humans build consensus, making AI seem more collaborative and trustworthy instead of just a black-box program."
Exchange-of-Thought: Enhancing Large Language Model Capabilities through Cross-Model Communication,"- **Relevance Score:** 48/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses cross‑model communication and multi‑agent debates, applies self‑consistency voting, and reports better results than single‑shot baselines.",https://scispace.com/paper/exchange-of-thought-enhancing-large-language-model-59ih7czz7t,2023,Journal Article,"","Zhangyue Yin
Qixin Sun
Cheng Chen
Qinglan Guo
Junqi Dai
Xuanjing Huang
Xipeng Qiu",10.18653/v1/2023.emnlp-main.936,https://scispace.compdf/exchange-of-thought-enhancing-large-language-model-59ih7czz7t.pdf,"Large Language Models (LLMs) have recently made significant strides in complex reasoning tasks through the Chain-of-Thought technique. Despite this progress, their reasoning is often constrained by their intrinsic understanding, lacking external insights. To address this, we propose Exchange-of-Thought (EoT), a novel framework that enables cross-model communication during problem-solving. Drawing inspiration from network topology, EoT integrates four unique communication paradigms: Memory, Report, Relay, and Debate. This paper delves into the communication dynamics and volume associated with each paradigm. To counterbalance the risks of incorrect reasoning chains, we implement a robust confidence evaluation mechanism within these communications. Our experiments across diverse complex reasoning tasks demonstrate that EoT significantly surpasses established baselines, underscoring the value of external insights in enhancing LLM performance. Furthermore, we show that EoT achieves these superior results in a cost-effective manner, marking a promising advancement for efficient and collaborative AI problem-solving. "
"Brainstorming Brings Power to Large Language Models of Knowledge
  Reasoning","- **Relevance Score:** 47/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses two small models in a brainstorming setup to replace one large model, showing higher reasoning accuracy; mentions multi‑agent exchange but lacks formal council structure or voting mechanisms.",https://scispace.com/paper/brainstorming-brings-power-to-large-language-models-of-4vfbeqs7b8,2024,Preprint,"","Zhangfeng Qin
Chenhao Wang
Huiling Qin
Weijia Jia",10.48550/arxiv.2406.06561,https://scispace.compdf/brainstorming-brings-power-to-large-language-models-of-4vfbeqs7b8.pdf,"Large Language Models (LLMs) have demonstrated amazing capabilities in language generation, text comprehension, and knowledge reasoning. While a single powerful model can already handle multiple tasks, relying on a single perspective can lead to biased and unstable results. Recent studies have further improved the model's reasoning ability on a wide range of tasks by introducing multi-model collaboration. However, models with different capabilities may produce conflicting answers on the same problem, and how to reasonably obtain the correct answer from multiple candidate models has become a challenging problem. In this paper, we propose the multi-model brainstorming based on prompt. It incorporates different models into a group for brainstorming, and after multiple rounds of reasoning elaboration and re-inference, a consensus answer is reached within the group. We conducted experiments on three different types of datasets, and demonstrate that the brainstorming can significantly improve the effectiveness in logical reasoning and fact extraction. Furthermore, we find that two small-parameter models can achieve accuracy approximating that of larger-parameter models through brainstorming, which provides a new solution for distributed deployment of LLMs. "
AgentVerse: Facilitating Multi-Agent Collaboration and Exploring Emergent Behaviors in Agents,"- **Relevance Score:** 47/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses dynamic expert recruitment and collaborative discussion stages to coordinate LLM agents, showing empirical gains over single‑shot baselines, but lacks explicit council voting or formal debate protocols.",https://scispace.com/paper/agentverse-facilitating-multi-agent-collaboration-and-2lfcj6cgc2,2023,Journal Article,arXiv.org,"Weize Chen
Yusheng Su
Jingwei Zuo
Cheng Yang
Chenfei Yuan
Cheng Qian
Chi-Min Chan
Yujia Qin
Ya-Ting Lu
Ruobing Xie
Zhiyuan Liu
Maosong Sun
Jie Zhou",10.48550/arxiv.2308.10848,https://scispace.compdf/agentverse-facilitating-multi-agent-collaboration-and-2lfcj6cgc2.pdf,.
Improving Factuality and Reasoning in Language Models through Multiagent Debate,"- **Relevance Score:** 45/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses multi-agent debate to refine answers, showing strong gains over single-shot baselines; includes iterative argument exchange and a final aggregation step, though lacks a formal council voting structure.",https://scispace.com/paper/improving-factuality-and-reasoning-in-language-models-2t0ii3yj,2023,Journal Article,arXiv.org,"Yilun Du
Shuang Li
Antonio Torralba
Joshua B. Tenenbaum
Igor Mordatch",10.48550/arXiv.2305.14325,https://export.arxiv.org/pdf/2305.14325v1.pdf,"Large language models (LLMs) have demonstrated remarkable capabilities in language generation, understanding, and few-shot learning in recent years. An extensive body of work has explored how their performance may be further improved through the tools of prompting, ranging from verification, self-consistency, or intermediate scratchpads. In this paper, we present a complementary approach to improve language responses where multiple language model instances propose and debate their individual responses and reasoning processes over multiple rounds to arrive at a common final answer. Our findings indicate that this approach significantly enhances mathematical and strategic reasoning across a number of tasks. We also demonstrate that our approach improves the factual validity of generated content, reducing fallacious answers and hallucinations that contemporary models are prone to. Our approach may be directly applied to existing black-box models and uses identical procedure and prompts for all tasks we investigate. Overall, our findings suggest that such""society of minds""approach has the potential to significantly advance the capabilities of LLMs and pave the way for further breakthroughs in language generation and understanding."
"MAgICoRe: Multi-Agent, Iterative, Coarse-to-Fine Refinement for Reasoning","- **Relevance Score:** 45/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses a three‑agent loop (Solver, Reviewer, Refiner) for iterative refinement, showing clear gains over single‑shot baselines, but lacks council voting, debate, or explicit consensus protocols.",https://scispace.com/paper/magicore-multi-agent-iterative-coarse-to-fine-refinement-for-3gapf2x9q0ax,2024,Journal Article,arXiv.org,"Justin Chih-Yao Chen
Archiki Prasad
Swarnadeep Saha
Elias Stengel-Eskin
Mohit Bansal",10.48550/arxiv.2409.12147,https://scispace.compdf/magicore-multi-agent-iterative-coarse-to-fine-refinement-for-3gapf2x9q0ax.pdf,"Large Language Models' (LLM) reasoning can be improved using test-time aggregation strategies, i.e., generating multiple samples and voting among generated samples. While these improve performance, they often reach a saturation point. Refinement offers an alternative by using LLM-generated feedback to improve solution quality. However, refinement introduces 3 key challenges: (1) Excessive refinement: Uniformly refining all instances can over-correct and reduce the overall performance. (2) Inability to localize and address errors: LLMs have a limited ability to self-correct and struggle to identify and correct their own mistakes. (3) Insufficient refinement: Deciding how many iterations of refinement are needed is non-trivial, and stopping too soon could leave errors unaddressed. To tackle these issues, we propose MAgICoRe, which avoids excessive refinement by categorizing problem difficulty as easy or hard, solving easy problems with coarse-grained aggregation and hard ones with fine-grained and iterative multi-agent refinement. To improve error localization, we incorporate external step-wise reward model (RM) scores. Moreover, to ensure effective refinement, we employ a multi-agent loop with three agents: Solver, Reviewer (which generates targeted feedback based on step-wise RM scores), and the Refiner (which incorporates feedback). To ensure sufficient refinement, we re-evaluate updated solutions, iteratively initiating further rounds of refinement. We evaluate MAgICoRe on Llama-3-8B and GPT-3.5 and show its effectiveness across 5 math datasets. Even one iteration of MAgICoRe beats Self-Consistency by 3.4%, Best-of-k by 3.2%, and Self-Refine by 4.0% while using less than half the samples. Unlike iterative refinement with baselines, MAgICoRe continues to improve with more iterations. Finally, our ablations highlight the importance of MAgICoRe's RMs and multi-agent communication."
