Paper Title,Abstract,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Relevance
Exploring the Capability of ChatGPT in Test Generation,"The design of test is a crucial step in the field of software testing. The quality of test significantly impacts the effectiveness of software testing, with well-designed test cases improving the efficiency of bug detection. However, manual test case design and writing are often considered time-consuming and labor-intensive. With the emergence of large language models (LLMs), especially ChatGPT, the potential of LLMs in the field of test generation has become evident. Pretrained LLMs can learn and understand code in various programming languages and design test cases using multiple testing frameworks. In this paper, we used ChatGPT to generate tests for some tested projects. Through experiments, we found that ChatGPT has some gaps compared to traditional test generation tools, but its performance is closer to manual testing. However, the tests generated by ChatGPT exhibit higher readability. We believe that ChatGPT is better suited to serve as a manual testing assistant, helping understand the tested code and providing testing ideas.",https://scispace.com/paper/exploring-the-capability-of-chatgpt-in-test-generation-34iwwjtnsy,2023,Proceedings Article,"","Gaolei Yi
Zizhao Chen
Zhenyu Chen
W. E. Wong
Nicholas Chau",10.1109/qrs-c60940.2023.00013,"","- **Relevance Score:** 50/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses ChatGPT to generate tests, providing experimental comparison to manual testing; lacks detailed prompting methodology and multi‑model analysis."
Examination of Code generated by Large Language Models,"Large language models (LLMs), such as ChatGPT and Copilot, are transforming
software development by automating code generation and, arguably, enable rapid
prototyping, support education, and boost productivity. Therefore, correctness
and quality of the generated code should be on par with manually written code.
To assess the current state of LLMs in generating correct code of high quality,
we conducted controlled experiments with ChatGPT and Copilot: we let the LLMs
generate simple algorithms in Java and Python along with the corresponding unit
tests and assessed the correctness and the quality (coverage) of the generated
(test) codes. We observed significant differences between the LLMs, between the
languages, between algorithm and test codes, and over time. The present paper
reports these results together with the experimental methods allowing repeated
and comparable assessments for more algorithms, languages, and LLMs over time.",https://scispace.com/paper/http://arxiv.org/abs/2408.16601v1,2024,Preprint,"","Robin Beer
Alexander Feix
Tim Guttzeit
Tamara Muras
Vincent Müller
Maurice Rauscher
Florian Schäffler
Welf Löwe","",http://arxiv.org/pdf/2408.16601v1,"- **Relevance Score:** 50/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Provides thorough quantitative evaluation of LLM‑generated unit tests (coverage, correctness). Uses ChatGPT and Copilot but offers no novel prompting methods or combined‑model architecture."
"Harnessing the Power of LLMs: Automating Unit Test Generation for
  High-Performance Computing","Unit testing is crucial in software engineering for ensuring quality. However, it's not widely used in parallel and high-performance computing software, particularly scientific applications, due to their smaller, diverse user base and complex logic. These factors make unit testing challenging and expensive, as it requires specialized knowledge and existing automated tools are often ineffective. To address this, we propose an automated method for generating unit tests for such software, considering their unique features like complex logic and parallel processing. Recently, large language models (LLMs) have shown promise in coding and testing. We explored the capabilities of Davinci (text-davinci-002) and ChatGPT (gpt-3.5-turbo) in creating unit tests for C++ parallel programs. Our results show that LLMs can generate mostly correct and comprehensive unit tests, although they have some limitations, such as repetitive assertions and blank test cases. ",https://scispace.com/paper/harnessing-the-power-of-llms-automating-unit-test-generation-4wnupypym8,2024,Journal Article,"","Rabimba Karanjai
Aftab Hussain
Md Rafiqul Islam Rabin
Lei Xu
Weidong Shi
Mohammad Amin Alipour",10.48550/arxiv.2407.05202,https://arxiv.org/pdf/2407.05202,"- **Relevance Score:** 50/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLMs (Davinci, ChatGPT) to automatically generate unit tests for HPC C++ code and reports mostly correct tests, but provides no detailed prompting methods or multi‑model analysis."
Impact of Code Context and Prompting Strategies on Automated Unit Test Generation with Modern General-Purpose Large Language Models,"Generative AI is gaining increasing attention in software engineering, where testing remains an indispensable reliability mechanism. According to the widely adopted testing pyramid, unit tests constitute the majority of test cases and are often schematic, requiring minimal domain expertise. Automatically generating such tests under the supervision of software engineers can significantly enhance productivity during the development phase of the software lifecycle. This paper investigates the impact of code context and prompting strategies on the quality and adequacy of unit tests generated by various large language models (LLMs) across several families. The results show that including docstrings notably improves code adequacy, while further extending context to the full implementation yields definitely smaller gains. Notably, the chain-of-thought prompting strategy -- applied even to'reasoning'models -- achieves the best results, with up to 96.3\% branch coverage, a 57\% average mutation score, and near-perfect compilation success rate. Among the evaluated models, M5 (Gemini 2.5 Pro) demonstrated superior performance in both mutation score and branch coverage being still in top in terms of compilation success rate. All the code and resulting test suites are publicly available at https://github.com/peetery/LLM-analysis.",https://scispace.com/paper/impact-of-code-context-and-prompting-strategies-on-automated-al8tt227v27m,2025,Journal Article,arXiv.org,"Jakub Walczak
Piotr Tomalak
Artur Laskowski",10.48550/arxiv.2507.14256,https://arxiv.org/pdf/2507.14256,"- **Relevance Score:** 50/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Empirical study of LLM test generation with detailed prompting analysis and quantitative metrics; lacks novel system and multi‑model comparison."
"Test Wars: A Comparative Study of SBST, Symbolic Execution, and
  LLM-Based Approaches to Unit Test Generation","Generating tests automatically is a key and ongoing area of focus in software engineering research. The emergence of Large Language Models (LLMs) has opened up new opportunities, given their ability to perform a wide spectrum of tasks. However, the effectiveness of LLM-based approaches compared to traditional techniques such as search-based software testing (SBST) and symbolic execution remains uncertain. In this paper, we perform an extensive study of automatic test generation approaches based on three tools: EvoSuite for SBST, Kex for symbolic execution, and TestSpark for LLM-based test generation. We evaluate tools performance on the GitBug Java dataset and compare them using various execution-based and feature-based metrics. Our results show that while LLM-based test generation is promising, it falls behind traditional methods in terms of coverage. However, it significantly outperforms them in mutation scores, suggesting that LLMs provide a deeper semantic understanding of code. LLM-based approach also performed worse than SBST and symbolic execution-based approaches w.r.t. fault detection capabilities. Additionally, our feature-based analysis shows that all tools are primarily affected by the complexity and internal dependencies of the class under test (CUT), with LLM-based approaches being especially sensitive to the CUT size. ",https://scispace.com/paper/test-wars-a-comparative-study-of-sbst-symbolic-execution-and-62dbyeohs1xu,2025,Journal Article,"","Azat Abdullin
Pouria Derakhshanfar
Annibale Panichella",10.48550/arxiv.2501.10200,https://scispace.compdf/test-wars-a-comparative-study-of-sbst-symbolic-execution-and-62dbyeohs1xu.pdf,"- **Relevance Score:** 45/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Compares several LLMs for unit test generation and reports coverage/compilation metrics, but lacks novel prompting methods and does not explore model ensembles."
Adaptive Test Generation Using a Large Language Model,"Unit tests play a key role in ensuring the correctness of software. However, manually creating unit tests is a laborious task, motivating the need for automation. This paper presents TestPilot, an adaptive test generation technique that leverages Large Language Models (LLMs). TestPilot uses Codex, an off-the-shelf LLM, to automatically generate unit tests for a given program without requiring additional training or few-shot learning on examples of existing tests. In our approach, Codex is provided with prompts that include the signature and implementation of a function under test, along with usage examples extracted from documentation. If a generated test fails, TestPilot's adaptive component attempts to generate a new test that fixes the problem by re-prompting the model with the failing test and error message. We created an implementation of TestPilot for JavaScript and evaluated it on 25 npm packages with a total of 1,684 API functions to generate tests for. Our results show that the generated tests achieve up to 93.1% statement coverage (median 68.2%). Moreover, on average, 58.5% of the generated tests contain at least one assertion that exercises functionality from the package under test. Our experiments with excluding parts of the information included in the prompts show that all components contribute towards the generation of effective test suites. Finally, we find that TestPilot does not generate memorized tests: 92.7% of our generated tests have $\leq$ 50% similarity with existing tests (as measured by normalized edit distance), with none of them being exact copies. ",https://scispace.com/paper/adaptive-test-generation-using-a-large-language-model-2a4hcizk,2023,Posted Content,"","",10.48550/arxiv.2302.06527,https://scispace.com/pdf/adaptive-test-generation-using-a-large-language-model-2a4hcizk.pdf,"- **Relevance Score:** 45/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses LLMs (e.g., Codex) to generate unit tests and evaluates coverage/fault detection; lacks detailed prompting methods and does not discuss single vs multi‑model setups."
"The Potential of LLMs in Automating Software Testing: From Generation to
  Reporting","Having a high quality software is essential in software engineering, which requires robust validation and verification processes during testing activities. Manual testing, while effective, can be time consuming and costly, leading to an increased demand for automated methods. Recent advancements in Large Language Models (LLMs) have significantly influenced software engineering, particularly in areas like requirements analysis, test automation, and debugging. This paper explores an agent-oriented approach to automated software testing, using LLMs to reduce human intervention and enhance testing efficiency. The proposed framework integrates LLMs to generate unit tests, visualize call graphs, and automate test execution and reporting. Evaluations across multiple applications in Python and Java demonstrate the system's high test coverage and efficient operation. This research underscores the potential of LLM-powered agents to streamline software testing workflows while addressing challenges in scalability and accuracy. ",https://scispace.com/paper/the-potential-of-llms-in-automating-software-testing-from-6r8f7i375vyv,2024,Journal Article,"","Betim Sherifi
Khaled Slhoub
Fitzroy Nembhard",10.48550/arxiv.2501.00217,https://scispace.compdf/the-potential-of-llms-in-automating-software-testing-from-6r8f7i375vyv.pdf,"- **Relevance Score:** 45/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses multiple LLMs (GPT‑3.5, GPT‑4, CodeLlama, Llama2) to generate and execute test cases via a multi‑agent architecture; lacks detailed prompting methods and quantitative evaluation of generated tests."
On the evaluation of large language models in unit test generation,"",https://scispace.com/paper/on-the-evaluation-of-large-language-models-in-unit-test-39g2lkhyg5oa,2024,Journal Article,"","Lin Yang
Chen Yang
Shutao Gao
Weijing Wang
Bo Wang
Qihao Zhu
Chu Xiao
Jianyi Zhou
Guangtai Liang
Qianxiang Wang
Junjie Chen",10.1145/3691620.3695529,https://arxiv.org/pdf/2406.18181,"- **Relevance Score:** 40/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Evaluates LLM‑generated unit tests with coverage and fault‑detection metrics; does not introduce a new LLM‑based generation system, lacks prompting methodology details, and does not discuss single vs multi‑model architectures."
"Design choices made by LLM-based test generators prevent them from
  finding bugs","There is an increasing amount of research and commercial tools for automated test case generation using Large Language Models (LLMs). This paper critically examines whether recent LLM-based test generation tools, such as Codium CoverAgent and CoverUp, can effectively find bugs or unintentionally validate faulty code. Considering bugs are only exposed by failing test cases, we explore the question: can these tools truly achieve the intended objectives of software testing when their test oracles are designed to pass? Using real human-written buggy code as input, we evaluate these tools, showing how LLM-generated tests can fail to detect bugs and, more alarmingly, how their design can worsen the situation by validating bugs in the generated test suite and rejecting bug-revealing tests. These findings raise important questions about the validity of the design behind LLM-based test generation tools and their impact on software quality and test suite reliability. ",https://scispace.com/paper/design-choices-made-by-llm-based-test-generators-prevent-6t7pcrmnwm25,2024,Journal Article,"","Noble Saji Mathews
Meiyappan Nagappan",10.48550/arxiv.2412.14137,https://scispace.compdf/design-choices-made-by-llm-based-test-generators-prevent-6t7pcrmnwm25.pdf,"- **Relevance Score:** 35/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Analyzes existing LLM test generators and provides quantitative evaluation on buggy samples, but does not introduce new prompting techniques or discuss multi‑model architectures."
ChatGPT and Human Synergy in Black-Box Testing: A Comparative Analysis,"In recent years, large language models (LLMs), such as ChatGPT, have been
pivotal in advancing various artificial intelligence applications, including
natural language processing and software engineering. A promising yet
underexplored area is utilizing LLMs in software testing, particularly in
black-box testing. This paper explores the test cases devised by ChatGPT in
comparison to those created by human participants. In this study, ChatGPT
(GPT-4) and four participants each created black-box test cases for three
applications based on specifications written by the authors. The goal was to
evaluate the real-world applicability of the proposed test cases, identify
potential shortcomings, and comprehend how ChatGPT could enhance human testing
strategies. ChatGPT can generate test cases that generally match or slightly
surpass those created by human participants in terms of test viewpoint
coverage. Additionally, our experiments demonstrated that when ChatGPT
cooperates with humans, it can cover considerably more test viewpoints than
each can achieve alone, suggesting that collaboration between humans and
ChatGPT may be more effective than human pairs working together. Nevertheless,
we noticed that the test cases generated by ChatGPT have certain issues that
require addressing before use.",https://scispace.com/paper/http://arxiv.org/abs/2401.13924v1,2024,Preprint,"","Hiroyuki Kirinuki
Haruto Tanno","",http://arxiv.org/pdf/2401.13924v1,"- **Relevance Score:** 35/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Shows strong empirical coverage results; uses ChatGPT for test creation without novel method or prompting details; no multi‑model discussion."
Comparative Analysis of Large Language Model Tools for Automated Test Data Generation from BDD,"Automating processes reduces human workload, particularly in software testing, where automation enhances quality and efficiency. Behavior-driven development (BDD) focuses on software behavior to define and validate required functionalities, using tools to translate functional requirements into automated tests. However, creating BDD scenarios and associated test data inputs is timeconsuming and heavily reliant on a good input data set. Large Language Models (LLMs) such as Microsoft’s Copilot, OpenAI’s ChatGPT-3.5, ChatGPT-4, and Google’s Gemini offer potential solutions by automating test data generation. This study evaluates these LLMs’ ability to understand BDD scenarios and generate corresponding test data across five scenarios ranked by complexity. It assesses the LLMs’ learning, assertiveness, response structuring, quality, representativeness, and coverage of the generated test data. The results indicate that ChatGPT-4 and Gemini stand out as the best tools that met our expectations, showing promise for advancing the automation of test data generation from BDD scenarios. ",https://scispace.com/paper/comparative-analysis-of-large-language-model-tools-for-60uyb7wd8ozs,2024,Journal Article,"","Isela Mendoza
Fernando Antonio Grangeiro Filho
Gustavo Medeiros
Aline Paes
Vânia de Oliveira Neves",10.5753/sbes.2024.3423,"","- **Relevance Score:** 33/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides quantitative coverage and quality metrics for LLM‑generated test data (perfect). Compares several LLMs but lacks ensemble or single‑model justification (somewhat)."
LLMs: A Game-Changer for Software Engineers?,"Large Language Models (LLMs) like GPT-3 and GPT-4 have emerged as groundbreaking innovations with capabilities that extend far beyond traditional AI applications. These sophisticated models, trained on massive datasets, can generate human-like text, respond to complex queries, and even write and interpret code. Their potential to revolutionize software development has captivated the software engineering (SE) community, sparking debates about their transformative impact. Through a critical analysis of technical strengths, limitations, real-world case studies, and future research directions, this paper argues that LLMs are not just reshaping how software is developed but are redefining the role of developers. While challenges persist, LLMs offer unprecedented opportunities for innovation and collaboration. Early adoption of LLMs in software engineering is crucial to stay competitive in this rapidly evolving landscape. This paper serves as a guide, helping developers, organizations, and researchers understand how to harness the power of LLMs to streamline workflows and acquire the necessary skills. ",https://scispace.com/paper/llms-a-game-changer-for-software-engineers-532ioxsv0i7g,2024,Journal Article,"",Md. Asraful Haque,10.48550/arxiv.2411.00932,https://scispace.compdf/llms-a-game-changer-for-software-engineers-532ioxsv0i7g.pdf,"- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses Meta's TestGen-LLM to generate unit tests, making test generation the central focus. No discussion of prompting techniques, quantitative evaluation, or model architecture comparisons."
Test smells in LLM-Generated Unit Tests,"The use of Large Language Models (LLMs) in automated test generation is
gaining popularity, with much of the research focusing on metrics like
compilability rate, code coverage and bug detection. However, an equally
important quality metric is the presence of test smells design flaws or anti
patterns in test code that hinder maintainability and readability. In this
study, we explore the diffusion of test smells in LLM generated unit test
suites and compare them to those found in human written ones. We analyze a
benchmark of 20,500 LLM-generated test suites produced by four models (GPT-3.5,
GPT-4, Mistral 7B, and Mixtral 8x7B) across five prompt engineering techniques,
alongside a dataset of 780,144 human written test suites from 34,637 projects.
Leveraging TsDetect, a state of the art tool capable of detecting 21 different
types of test smells, we identify and analyze the prevalence and co-occurrence
of various test smells in both human written and LLM-generated test suites. Our
findings reveal new insights into the strengths and limitations of LLMs in test
generation. First, regarding prevalence, we observe that LLMs frequently
generate tests with common test smells, such as Magic Number Test and Assertion
Roulette. Second, in terms of co occurrence, certain smells, like Long Test and
Useless Test, tend to co occur in LLM-generated suites, influenced by specific
prompt techniques. Third, we find that project complexity and LLM specific
factors, including model size and context length, significantly affect the
prevalence of test smells. Finally, the patterns of test smells in
LLM-generated tests often mirror those in human-written tests, suggesting
potential data leakage from training datasets. These insights underscore the
need to refine LLM-based test generation for cleaner code and suggest
improvements in both LLM capabilities and software testing practices.",https://scispace.com/paper/http://arxiv.org/abs/2410.10628v1,2024,Preprint,"","Wendkûuni C. Ouédraogo
Yinghua Li
Kader Kaboré
Xunzhu Tang
Anil Koyuncu
Jacques Klein
David Lo
Tegawendé F. Bissyandé","",http://arxiv.org/pdf/2410.10628v1,"- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Analyzes test smells in LLM‑generated suites; uses multiple prompts and models for data collection, but offers no new generation method or deep prompt design, and evaluates only smell metrics rather than test effectiveness."
A Survey and Prospects on Unit Test Case Generation Techniques Based on Large Language Models,"Automated unit test case generation is a critical research topic in the field of software engineering. Numerous scholars at home and abroad have devoted considerable efforts to addressing this problem and have achieved fruitful results. In recent years, the emergence of large language models (LLMs), such as the GPT series, LLaMA series, DeepSeek series, T5, and their variants tailored for source code, has introduced new technical pathways for unit test case generation, thereby reigniting widespread scholarly interest in this area. To further promote the theoretical and practical development of LLM-based unit test case generation, this study presents a comprehensive survey and an outlook on future research. It reviews and analyzes the evolution of unit test case generation techniques, from early exploratory efforts to the current stage driven by large models. Starting from two main categoriestechniques that rely solely on LLMs and those that integrate traditional static analysisthe current state of research and recent advancements in LLM-based test generation are discussed. On this basis, the study summarizes the major issues and challenges in the field and envisions possible future research directions. This work systematically presents the developmental trajectory, latest progress, and future prospects of this domain, offering valuable insights and guidance for subsequent research and innovation. ",https://scispace.com/paper/a-survey-and-prospects-on-unit-test-case-generation-tmi0g3hcebzo,2025,Journal Article,Applied and Computational Engineering,"Zhiyao Yang
Lei Wang",10.54254/2755-2721/2025.26220,"","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides a thorough survey of LLM‑based test generation, outlines challenges and future work, but lacks original method, prompting design, empirical results, or code release."
Comparative Study on Test Case generation using Generative AI,"Testing is an important part of Development life cycle, resource intensive and prone to human error. Over the years, various tools have been developed, with a recent surge in those based on Large Language Models (LLMs). Examples include prompting LLMs in chat applications to generate test cases or using AI agents with project context to generate tests. This paper comparatively studies the most prominent open and closed-source models available at the time of writing. This paper covers the most famous open and closed source models as of the date of writing this paper in a comparative study. This study analyzes each model’s characteristics and performance against well known metrics like average code coverage and mutation score. While closed source models Like GPT-4o are demonstrating better performance than all other models at 35.2% coverage, some open source models such as Llama 3.1 70B is demonstrating significantly p romising p erformance with 30.6% coverage, or models like DeepSeekCoderV2 16B that have a better chance of running locally in a normal home setting with 28.2% coverage. This study highlights LLM capabilities in automated test generation.",https://scispace.com/paper/comparative-study-on-test-case-generation-using-generative-wsv83xan8cdz,2025,Journal Article,"","A. A. Azzam
Omar Hany
Hesham Mansour",10.1109/imsa65733.2025.11166964,"","- **Relevance Score:** 25/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides coverage and mutation scores for various LLMs, but lacks a novel LLM‑driven test generation method or prompting details; compares single models without ensemble discussion."
"Unit Testing Past vs. Present: Examining LLMs' Impact on Defect
  Detection and Efficiency","The integration of Large Language Models (LLMs), such as ChatGPT and GitHub
Copilot, into software engineering workflows has shown potential to enhance
productivity, particularly in software testing. This paper investigates whether
LLM support improves defect detection effectiveness during unit testing.
Building on prior studies comparing manual and tool-supported testing, we
replicated and extended an experiment where participants wrote unit tests for a
Java-based system with seeded defects within a time-boxed session, supported by
LLMs. Comparing LLM supported and manual testing, results show that LLM support
significantly increases the number of unit tests generated, defect detection
rates, and overall testing efficiency. These findings highlight the potential
of LLMs to improve testing and defect detection outcomes, providing empirical
insights into their practical application in software testing.",https://scispace.com/paper/http://arxiv.org/abs/2502.09801v1,2025,Preprint,"","Rudolf Ramler
Philipp Straubinger
Reinhold Plösch
Dietmar Winkler","",http://arxiv.org/pdf/2502.09801v1,"- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Shows LLM assistance improves test count and defect detection, but lacks a dedicated generation method, prompting techniques, or multi‑model analysis."
"Design choices made by LLM-based test generators prevent them from
  finding bugs","There is an increasing amount of research and commercial tools for automated test case generation using Large Language Models (LLMs). This paper critically examines whether recent LLM-based test generation tools, such as Codium CoverAgent and CoverUp, can effectively find bugs or unintentionally validate faulty code. Considering bugs are only exposed by failing test cases, we explore the question: can these tools truly achieve the intended objectives of software testing when their test oracles are designed to pass? Using real human-written buggy code as input, we evaluate these tools, showing how LLM-generated tests can fail to detect bugs and, more alarmingly, how their design can worsen the situation by validating bugs in the generated test suite and rejecting bug-revealing tests. These findings raise important questions about the validity of the design behind LLM-based test generation tools and their impact on software quality and test suite reliability. ",https://scispace.com/paper/design-choices-made-by-llm-based-test-generators-prevent-6t7pcrmnwm25,2024,Journal Article,"","Noble Saji Mathews
Meiyappan Nagappan",10.48550/arxiv.2412.14137,https://scispace.compdf/design-choices-made-by-llm-based-test-generators-prevent-6t7pcrmnwm25.pdf,"- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Evaluates existing LLM test generators on buggy code, reporting coverage and fault detection; does not introduce a new LLM‑based generation method, nor discuss prompting or model‑combination strategies."
"A Multi-Agent Approach for REST API Testing with Semantic Graphs and
  LLM-Driven Inputs","As modern web services increasingly rely on REST APIs, their thorough testing has become crucial. Furthermore, the advent of REST API specifications such as the OpenAPI Specification has led to the emergence of many black-box REST API testing tools. However, these tools often focus on individual test elements in isolation (e.g., APIs, parameters, values), resulting in lower coverage and less effectiveness in detecting faults (i.e., 500 response codes). To address these limitations, we present AutoRestTest, the first black-box framework to adopt a dependency-embedded multi-agent approach for REST API testing, integrating Multi-Agent Reinforcement Learning (MARL) with a Semantic Property Dependency Graph (SPDG) and Large Language Models (LLMs). Our approach treats REST API testing as a separable problem, where four agents -- API, dependency, parameter, and value -- collaborate to optimize API exploration. LLMs handle domain-specific value restrictions, the SPDG model simplifies the search space for dependencies using a similarity score between API operations, and MARL dynamically optimizes the agents' behavior. Evaluated on 12 real-world REST services, AutoRestTest outperforms the four leading black-box REST API testing tools, including those assisted by RESTGPT (which augments realistic test inputs using LLMs), in terms of code coverage, operation coverage, and fault detection. Notably, AutoRestTest is the only tool able to identify an internal server error in Spotify. Our ablation study underscores the significant contributions of the agent learning, SPDG, and LLM components. ",https://scispace.com/paper/a-multi-agent-approach-for-rest-api-testing-with-semantic-4d06g2yyb0fa,2024,Journal Article,"","Myeongsoo Kim
Tyler Stennett
Saurabh Sinha
Alessandro Orso",10.48550/arxiv.2411.07098,https://scispace.compdf/a-multi-agent-approach-for-rest-api-testing-with-semantic-4d06g2yyb0fa.pdf,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLMs to craft API inputs within a multi‑agent RL framework, but LLMs are not the core test generator nor are prompting techniques detailed; provides coverage and fault‑detection results, yet does not compare single‑ vs multi‑model LLM setups."
"Learning from Red Teaming: Gender Bias Provocation and Mitigation in
  Large Language Models","Recently, researchers have made considerable improvements in dialogue systems
with the progress of large language models (LLMs) such as ChatGPT and GPT-4.
These LLM-based chatbots encode the potential biases while retaining
disparities that can harm humans during interactions. The traditional biases
investigation methods often rely on human-written test cases. However, these
test cases are usually expensive and limited. In this work, we propose a
first-of-its-kind method that automatically generates test cases to detect
LLMs' potential gender bias. We apply our method to three well-known LLMs and
find that the generated test cases effectively identify the presence of biases.
To address the biases identified, we propose a mitigation strategy that uses
the generated test cases as demonstrations for in-context learning to
circumvent the need for parameter fine-tuning. The experimental results show
that LLMs generate fairer responses with the proposed approach.",https://scispace.com/paper/http://arxiv.org/abs/2310.11079v1,2023,Preprint,"","Hsuan Su
Cheng-Chu Cheng
Hua Farn
Shachi H Kumar
Saurav Sahay
Shang-Tse Chen
Hung-yi Lee","",http://arxiv.org/pdf/2310.11079v1,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLMs to auto‑create gender‑bias test cases, not software tests; no prompting methodology detailed; evaluation focuses on bias detection, not test effectiveness; applies three LLMs, offering limited insight into single vs multi‑model design."
Toward Neurosymbolic Program Comprehension,"Recent advancements in Large Language Models (LLMs) have paved the way for
Large Code Models (LCMs), enabling automation in complex software engineering
tasks, such as code generation, software testing, and program comprehension,
among others. Tools like GitHub Copilot and ChatGPT have shown substantial
benefits in supporting developers across various practices. However, the
ambition to scale these models to trillion-parameter sizes, exemplified by
GPT-4, poses significant challenges that limit the usage of Artificial
Intelligence (AI)-based systems powered by large Deep Learning (DL) models.
These include rising computational demands for training and deployment and
issues related to trustworthiness, bias, and interpretability. Such factors can
make managing these models impractical for many organizations, while their
""black-box'' nature undermines key aspects, including transparency and
accountability. In this paper, we question the prevailing assumption that
increasing model parameters is always the optimal path forward, provided there
is sufficient new data to learn additional patterns. In particular, we advocate
for a Neurosymbolic research direction that combines the strengths of existing
DL techniques (e.g., LLMs) with traditional symbolic methods--renowned for
their reliability, speed, and determinism. To this end, we outline the core
features and present preliminary results for our envisioned approach, aimed at
establishing the first Neurosymbolic Program Comprehension (NsPC) framework to
aid in identifying defective code components.",https://scispace.com/paper/http://arxiv.org/abs/2502.01806v1,2025,Preprint,"","Alejandro Velasco
Aya Garryyeva
David N. Palacio
Antonio Mastropaolo
Denys Poshyvanyk","",http://arxiv.org/pdf/2502.01806v1,"- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on neurosymbolic program comprehension, not test generation; lacks prompting, test evaluation, or model architecture details, but cites LLM tools and discusses limitations."
Large Language Models for Unit Testing: A Systematic Literature Review,"",https://scispace.com/paper/large-language-models-for-unit-testing-a-systematic-d7ri1ttjsmea,2025,Journal Article,arXiv.org,"Quanjun Zhang
Chunrong Fang
Siqi Gu
Ye Shang
Zhenyu Chen
Liang Xiao",10.48550/arxiv.2506.15227,https://arxiv.org/pdf/2506.15227,"- **Relevance Score:** 6/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** A systematic literature review; no original LLM test‑generation method or evaluation, but cites AthenaTest and discusses field limitations and future research."
A DSL for Testing LLMs for Fairness and Bias,"Large language models (LLMs) are increasingly integrated into software systems to enhance them with generative AI capabilities. But LLMs may reflect a biased behavior, resulting in systems that could discriminate against gender, age or ethnicity, among other ethical concerns. Society and upcoming regulations will force companies and development teams to ensure their AI-enhanced software is ethically fair. To facilitate such ethical assessment, we propose Lang-BiTe , a model-driven solution to specify ethical requirements, and customize and automate the testing of ethical biases in LLMs. The evaluation can raise awareness on the biases of the LLM-based components of the system and/or trigger a change in the LLM of choice based on the requirements of that particular application. The model-driven approach makes both the requirements specification and the test generation platform-independent, and provides end-to-end traceability between the requirements and their assessment. We have implemented an open-source tool set, available on GitHub, to support the application of our approach.",https://scispace.com/paper/a-dsl-for-testing-llms-for-fairness-and-bias-3zmtftdujzpr,2024,Journal Article,"","Sergio Morales
Robert Clarisó
Jordi Cabot",10.1145/3640310.3674093,"","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a DSL for bias testing of LLMs, not on using LLMs to generate software tests, prompting techniques, test evaluation, or model‑selection strategies."
A Review of Large Language Models for Automated Test Case Generation,"Automated test case generation aims to improve software testing by reducing the manual effort required to create test cases. Recent advancements in large language models (LLMs), with their ability to understand natural language and generate code, have identified new opportunities to enhance this process. In this review, the focus is on the use of LLMs in test case generation to identify the effectiveness of the proposed methods compared with existing tools and potential directions for future research. A literature search was conducted using online resources, filtering the studies based on the defined inclusion and exclusion criteria. This paper presents the findings from the selected studies according to the three research questions and further categorizes the findings based on the common themes. These findings highlight the opportunities and challenges associated with the use of LLMs in this domain. Although improvements were observed in metrics such as test coverage, usability, and correctness, limitations such as inconsistent performance and compilation errors were highlighted. This provides a state-of-the-art review of LLM-based test case generation, emphasizing the potential of LLMs to improve automated testing while identifying areas for further advancements. ",https://scispace.com/paper/a-review-of-large-language-models-for-automated-test-case-puzkayrm7s2u,2025,Journal Article,Machine learning and knowledge extraction,"Arda Celik
Qusay H. Mahmoud",10.3390/make7030097,"","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a literature review of LLM‑based test generation; does not introduce a new LLM method, prompting technique, empirical evaluation, or model architecture."
