"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Scalable Similarity-Aware Test Suite Minimization with Reinforcement Learning","https://scispace.com/paper/scalable-similarity-aware-test-suite-minimization-with-64mh9sqz9wrb","2024","Journal Article","arXiv.org","Sijia Gu
Ali Mesbah","10.48550/arxiv.2408.13517","","The Multi-Criteria Test Suite Minimization (MCTSM) problem aims to refine test suites by removing redundant test cases, guided by adequacy criteria such as code coverage or fault detection capability. However, current techniques either exhibit a high loss of fault detection ability or face scalability challenges due to the NP-hard nature of the problem, which limits their practical utility. We propose TripRL, a novel technique that integrates traditional criteria such as statement coverage and fault detection ability with test coverage similarity into an Integer Linear Program (ILP), to produce a diverse reduced test suite with high test effectiveness. TripRL leverages bipartite graph representation and its embedding for concise ILP formulation and combines ILP with effective reinforcement learning (RL) training. This combination renders large-scale test suite minimization more scalable and enhances test effectiveness. Our empirical evaluations demonstrate that TripRL's runtime scales linearly with the magnitude of the MCTSM problem. Notably, for large test suites where existing approaches fail to provide solutions within a reasonable time frame, our technique consistently delivers solutions in less than 47 minutes. The reduced test suites produced by TripRL also maintain the original statement coverage and fault detection ability while having a higher potential to detect unknown faults.","This paper proposes TripRL, a scalable technique that integrates traditional test criteria with similarity-aware test coverage, leveraging ILP and reinforcement learning to minimize test suites while maintaining high effectiveness and scalability."
"A Comparative Analysis of Clone Detection Techniques on SemanticCloneBench","https://scispace.com/paper/a-comparative-analysis-of-clone-detection-techniques-on-2wxz4abq","2022","Proceedings Article","International Workshop on Software Clones","Sohaib Masood Rabbani
Nabeel Ahmad Gulzar
Saad Arshad
Shamsa Abid
Shafay Shamail","10.1109/IWSC55060.2022.00011","","Semantic code clone detection involves the detection of functionally similar code fragments which may otherwise be lexically, syntactically, or structurally dissimilar. The detection of semantic code clones has important applications in aspect mining and product line analysis. The accurate detection of semantic code clones is a challenging task and various techniques have been proposed. However, the evaluation of these techniques is performed using various datasets and we do not have a clear picture of the performance of these techniques relative to each other. Recently, SemanticCloneBench has been introduced as a benchmark for semantic clones. Now, we can use the SemanticCloneBench to effectively evaluate and compare the performance of semantic code clone detection techniques. In this paper, we compare the semantic code clone detection performance of three different code clone detection techniques namely FACER-CD, CodeBERT and NIL for Java code clones using SemanticCloneBench. FACER-CD performs API usage similarity-based clustering to detect clones, while CodeBERT is a deep-learning based approach which uses a pre-trained programming language model, and NIL is a token-based large-gapped code clones detector. FACER-CD, NIL, and CodeBERT show a recall of 64.3%, 12.7%, and 83.2% respectively on SemanticCloneBench. Using all three techniques together on the SemanticCloneBench dataset gives us an overall recall of 95.5% which is currently the best performance achieved on SemanticCloneBench.","In this article , the authors compare the performance of three different code clone detection techniques, namely FACER-CD, CodeBERT and NIL, on SemanticCloneBench."
"A Comparative Analysis of Clone Detection Techniques on SemanticCloneBench","https://scispace.com/paper/a-comparative-analysis-of-clone-detection-techniques-on-29603kjo","2022","Proceedings Article","","","10.1109/iwsc55060.2022.00011","","Semantic code clone detection involves the detection of functionally similar code fragments which may otherwise be lexically, syntactically, or structurally dissimilar. The detection of semantic code clones has important applications in aspect mining and product line analysis. The accurate detection of semantic code clones is a challenging task and various techniques have been proposed. However, the evaluation of these techniques is performed using various datasets and we do not have a clear picture of the performance of these techniques relative to each other. Recently, SemanticCloneBench has been introduced as a benchmark for semantic clones. Now, we can use the SemanticCloneBench to effectively evaluate and compare the performance of semantic code clone detection techniques. In this paper, we compare the semantic code clone detection performance of three different code clone detection techniques namely FACER-CD, CodeBERT and NIL for Java code clones using SemanticCloneBench. FACER-CD performs API usage similarity-based clustering to detect clones, while CodeBERT is a deep-learning based approach which uses a pre-trained programming language model, and NIL is a token-based large-gapped code clones detector. FACER-CD, NIL, and CodeBERT show a recall of 64.3%, 12.7%, and 83.2% respectively on SemanticCloneBench. Using all three techniques together on the SemanticCloneBench dataset gives us an overall recall of 95.5% which is currently the best performance achieved on SemanticCloneBench. ","In this paper , the authors compare the performance of three different code clone detection techniques, namely FACER-CD, CodeBERT and NIL, on the SemanticCloneBench dataset."
"TCCCD: Triplet-Based Cross-Language Code Clone Detection","https://scispace.com/paper/tcccd-triplet-based-cross-language-code-clone-detection-eoj08uun4t","2023","Journal Article","Applied Sciences","Yong Fang
Fangzheng Zhou
Yijia Xu
Zhonglin Liu","10.3390/app132112084","","Code cloning is a common practice in software development, where developers reuse existing code to accelerate programming speed and enhance work efficiency. Existing clone-detection methods mainly focus on code clones within a single programming language. To address the challenge of code clone instances in cross-platform development, we propose a novel method called TCCCD, which stands for Triplet-Based Cross-Language Code Clone Detection. Our approach is based on machine learning and can accurately detect code clone instances between different programming languages. We used the pre-trained model UniXcoder to map programs written in different languages into the same vector space and learn their code representations. Then, we fine-tuned TCCCD using triplet learning to improve its effectiveness in cross-language clone detection. To assess the effectiveness of our proposed approach, we conducted thorough comparative experiments using the dataset provided by the paper titled CLCDSA (Cross Language Code Clone Detection using Syntactical Features and API Documentation). The experimental results demonstrated a significant improvement of our approach over the state-of-the-art baselines, with precision, recall, and F1-measure scores of 0.96, 0.91, and 0.93, respectively. In summary, we propose a novel cross-language code-clone-detection method called TCCCD. TCCCD leverages the pre-trained model UniXcode for source code representation and fine-tunes the model using triplet learning. In the experimental results, TCCCD outperformed the state-of-the-art baselines in terms of the precision, recall, and F1-measure.","A novel cross-language code-clone-detection method that leverages the pre-trained model UniXcode for source code representation and fine-tunes the model using triplet learning, which outperformed the state-of-the-art baselines in terms of the precision, recall, and F1-measure."
"Semantic Code Clone Detection Via Event Embedding Tree and GAT Network","https://scispace.com/paper/semantic-code-clone-detection-via-event-embedding-tree-and-2ilh13r237","2020","Proceedings Article","","Bingzhuo Li
Chunyang Ye
Guan Shouyang
Hui Zhou","10.1109/QRS51102.2020.00057","","Semantic code clone detection is an important yet challenging task in software engineering. Traditional methods rely on expert experience and cannot automatically determine which features are better for semantic code clone detection. Moreover, the program dynamics (e.g., the execution characteristics and execution order of statements) are not considered in these methods. As a result, this limits their ability to detect semantic clones. To address this issue, we propose a code clone detection method based on event embedding tree and Graph Attention Network. Our method uses a program control flow graph to capture the execution characteristics of each statement and extract the context relationship of different statements in the control flow. Based on such information, our method can calculate the functional similarity of two pieces of code, thereby identifying semantically similar code fragments. Experimental results show that our method is superior to state-of-the-art open source methods for Type-3 (syntactic) / Type-4 (semantic) clone detection.","This work proposes a code clone detection method based on event embedding tree and Graph Attention Network that can calculate the functional similarity of two pieces of code, thereby identifying semantically similar code fragments."
"Multi-Level AI-Driven Analysis of Software Repository Similarities","https://scispace.com/paper/multi-level-ai-driven-analysis-of-software-repository-7fdl2fay4krv","2024","Journal Article","","Honglin Zhang
Leyu Zhang
Lei Fang
Rosa Filgueira","10.1109/e-science62913.2024.10678701","","This paper introduces significant enhancements to RepoSim4Py and RepoSnipy, advanced semantic tools for deep analysis of software repositories. RepoSim4Py commandline toolbox now supports multi-level embedding, encompassing code, documentation, requirements, README, and comprehensive repository analysis, which enable the understanding of repository dynamics. Concurrently, RepoSnipy webbased search engine facilitates sophisticated repository similarity searches and introduces clustering based on both repository tags (topic_cluster) and code embeddings (code_cluster). We also introduce SimilarityCal, a novel binary classification model trained on these clusters, to predict and quantify repository similarities with high accuracy. These developments provide researchers and developers with powerful tools to navigate the complex landscape of software repositories, improving efficiency in software development and fostering innovation through better reuse of existing resources.","This paper enhances RepoSim4Py and RepoSnipy with multi-level AI-driven analysis, enabling comprehensive repository analysis, similarity searches, and clustering, and introduces SimilarityCal, a novel model for predicting and quantifying repository similarities with high accuracy."
"On the Use of Deep Learning Models for Semantic Clone Detection","https://scispace.com/paper/on-the-use-of-deep-learning-models-for-semantic-clone-cjezzxqggyvz","2024","Journal Article","","Subroto Nag Pinku
Debajyoti Mondal
Chanchal K. Roy","10.48550/arxiv.2412.14739","https://scispace.compdf/on-the-use-of-deep-learning-models-for-semantic-clone-cjezzxqggyvz.pdf","Detecting and tracking code clones can ease various software development and maintenance tasks when changes in a code fragment should be propagated over all its copies. Several deep learning-based clone detection models have appeared in the literature for detecting syntactic and semantic clones, widely evaluated with the BigCloneBench dataset. However, class imbalance and the small number of semantic clones make BigCloneBench less ideal for interpreting model performance. Researchers also use other datasets such as GoogleCodeJam, OJClone, and SemanticCloneBench to understand model generalizability. To overcome the limitations of existing datasets, the GPT-assisted semantic and cross-language clone dataset GPTCloneBench has been released. However, how these models compare across datasets remains unclear. In this paper, we propose a multi-step evaluation approach for five state-of-the-art clone detection models leveraging existing benchmark datasets, including GPTCloneBench, and using mutation operators to study model ability. Specifically, we examine three highly-performing single-language models (ASTNN, GMN, CodeBERT) on BigCloneBench, SemanticCloneBench, and GPTCloneBench, testing their robustness with mutation operations. Additionally, we compare them against cross-language models (C4, CLCDSA) known for detecting semantic clones. While single-language models show high F1 scores for BigCloneBench, their performance on SemanticCloneBench varies (up to 20%). Interestingly, the cross-language model (C4) shows superior performance (around 7%) on SemanticCloneBench over other models and performs similarly on BigCloneBench and GPTCloneBench. On mutation-based datasets, C4 has more robust performance (less than 1% difference) compared to single-language models, which show high variability. ","This study evaluates five state-of-the-art clone detection models on three benchmark datasets, including GPTCloneBench, and assesses their robustness using mutation operators, revealing superior performance of cross-language model C4 on semantic clone detection."
"Semantic Clone Detection Based on Code Feature Fusion Learning","https://scispace.com/paper/semantic-clone-detection-based-on-code-feature-fusion-1qqn8us2","2023","Journal Article","International Journal of Software Engineering and Knowledge Engineering","Qianjin Zhang
Dahai Jin
Yawen Wang
Yunzhan Gong","10.1142/s0218194023500249","","Code clones are duplicated code snippets that significantly threaten software maintenance and the public corpora of code representation learning. Traditionally, code context and its structure information abstract syntax tree (AST), control flow graph (CFG) are typical representations of source code, and context-based models and structure-based models contributed significantly to the development of code clone detection. In this paper, we present a hybrid embedding model for code clone detection (HEM-CCD), a fusion method of token sequential information and graph-based structure information. We insert tokens’ global context information encoded by a bi-directional recurrent neural network into the AST-based graph for comprehensive code semantic representation. Then, feeding the graph into a gated graph neural network we generate code semantic vectors for similarity evaluation. We have implemented our model on two public clone datasets (BigCloneBench and GoogleCodeJam), and the results indicate that HEM-CCD outperforms several state-of-the-art approaches. ","In this paper , a hybrid embedding model for code clone detection (HEM-CCD) is presented, which combines token sequential information and graph-based structure information for code representation learning."
"Can Code Representation Boost IR-Based Test Case Prioritization?","https://scispace.com/paper/can-code-representation-boost-ir-based-test-case-30c3h61joc","2023","Journal Article","","Lin Yang
Junjie Chen
Hanmo You
Jiachen Han
Jiajun Jiang
Zhe Sun
Xinqi Lin
Fang Liang
Y. Kang","10.1109/issre59848.2023.00077","","Test case prioritization (TCP) aims to schedule the execution order of test cases for earlier fault detection. A recent study has demonstrated that the information-retrieval-based (IR-based) TCP approaches achieve the state-of-the-art effectiveness. The current IR-based TCP approaches leverage lexical similarity between test cases and code changes to guide TCP while ignoring rich code semantics, which may limit their effectiveness to some degree. In this paper, we conduct the first study to explore whether code semantic information can further boost IR-based TCP. Here, we studied two types of code representation methods (i.e., general-purpose and task-associated models) and explored two modes of utilizing the code representation embeddings (i.e., unsupervised and supervised modes) for IR-based TCP. Our results demonstrate that incorporating code semantics through the supervised mode of code representation can achieve a 16.96% improvement in the efficiency of fault detection over the state-of-the-art IR-based TCP approach (which is based on lexical similarity). ","The results demonstrate that incorporating code semantics through the supervised mode of code representation can achieve a 16.96% improvement in the efficiency of fault detection over the state-of-the-art IR-based TCP approach (which is based on lexical similarity)."
"ASTRO: An AST-Assisted Approach for Generalizable Neural Clone Detection","https://scispace.com/paper/astro-an-ast-assisted-approach-for-generalizable-neural-2ql2sbyf","2022","Posted Content","","","10.48550/arxiv.2208.08067","https://scispace.com/pdf/astro-an-ast-assisted-approach-for-generalizable-neural-2ql2sbyf.pdf","Neural clone detection has attracted the attention of software engineering researchers and practitioners. However, most neural clone detection methods do not generalize beyond the scope of clones that appear in the training dataset. This results in poor model performance, especially in terms of model recall. In this paper, we present an Abstract Syntax Tree (AST) assisted approach for generalizable neural clone detection, or ASTRO, a framework for finding clones in codebases reflecting industry practices. We present three main components: (1) an AST-inspired representation for source code that leverages program structure and semantics, (2) a global graph representation that captures the context of an AST among a corpus of programs, and (3) a graph embedding for programs that, in combination with extant large-scale language models, improves state-of-the-art code clone detection. Our experimental results show that ASTRO improves state-of-the-art neural clone detection approaches in both recall and F-1 scores. ","In this article , an Abstract Syntax Tree (AST) assisted approach for generalizable neural clone detection, or ASTRO, is presented. But this approach does not generalize beyond the scope of clones that appear in the training dataset, which results in poor model performance."
"Nearest‐neighbor, BERT‐based, scalable clone detection: A practical approach for large‐scale industrial code bases","https://scispace.com/paper/nearest-neighbor-bert-based-scalable-clone-detection-a-4n25vzja65","2024","Journal Article","Software - Practice and Experience","Gul Aftab Ahmed
James Vincent Patten
Yin‐Yi Han
LU Guo-xian
Wei Hou
David Gregg
Jim Buckley
Muslim Chochlov","10.1002/spe.3355","","Abstract Hidden code clones negatively impact software maintenance, but manually detecting them in large codebases is impractical. Additionally, automated approaches find detection of syntactically‐divergent clones very challenging. While recent deep neural networks (for example BERT‐based artificial neural networks) seem more effective in detecting such clones, their pairwise comparison of every code pair in the target system(s) is inefficient and scales poorly on large codebases. We present SSCD, a BERT‐based clone detection approach that targets high recall of Type 3 and Type 4 clones at a very large scale (in line with our industrial partner's requirements). It computes a representative embedding for each code fragment and finds similar fragments using a nearest neighbor search. Thus, SSCD avoids the pairwise‐comparison bottleneck of other neural network approaches, while also using a parallel, GPU‐accelerated search to tackle scalability. This article describes the approach, proposing and evaluating several refinements to improve Type 3/4 clone detection at scale. It provides a substantial empirical evaluation of the technique, including a speed/efficacy comparison of the approach against SourcererCC and Oreo, the only other neural‐network approach currently capable of scaling to hundreds of millions of LOC. It also includes a large in‐situ evaluation on our industrial collaborator's code base that assesses the original technique, the impact of the proposed refinements and illustrates the impact of incremental, active learning on its efficacy. We find that SSCD is significantly faster and more accurate than SourcererCC and Oreo. SAGA, a GPU‐accelerated traditional clone detection approach, is a little better than SSCD for T1/T2 clones, but substantially worse for T3/T4 clones. Thus, SSCD is both scalable to industrial code sizes, and comparatively more accurate than existing approaches for difficult T3/T4 clone searching. In‐situ evaluation on company datasets shows that SSCD outperforms the baseline approach (CCFinderX) for T3/T4 clones. Whitespace removal and active learning further improve SSCD effectiveness. ","SSCC is a scalable, BERT-based clone detection approach that effectively detects Type 3 and Type 4 clones in large codebases. It avoids pairwise comparison and uses a parallel, GPU-accelerated search to tackle scalability."
"Enhancing Code Insights through Semantic Change Impact Evaluation","https://scispace.com/paper/enhancing-code-insights-through-semantic-change-impact-20k0viuohvpi","2024","Journal Article","","Chellu Vyshnavi
Raj Cibin
Gokul Gopakumar
G. Angeline Prasanna
Meena Belwal","10.1109/icccnt61001.2024.10725350","","In software development, system integrity is a measure of the impact code changes have on them. It is determined by the team’s comprehension. However, rapid evolution of change commits and interaction in complex code bases create problems. By evaluating the effect of reflection changes, this study contributes to the improvement of the comprehension of code, a critical success factor for quality and efficiency. This addresses issues by using semantic analysis, change detection, refactoring detection, and semantic change detection and diffing. Our approach documents the semantic differences between the original and changed source code and gives pragmatic conclusions on how to enhance code quality and maintainability. Specifically, we divide the code into AST files using simple python scripts for semantic analysis and compare them for differences to find implications. It executes the method through the focus on development workflows and major projects as it includes the past information while still simplifying argument parsing and file processing. Based on our study findings, a better understanding of code can help developers to improve their decision-making capacity and protect the performance during the enhancement activity of the program.","This study evaluates the impact of code changes on system integrity through semantic analysis, detecting changes, refactoring, and diffing, improving code comprehension and quality, and informing developers' decision-making for better performance and maintainability."
"Source Code Clone Detection Using Unsupervised Similarity Measures","https://scispace.com/paper/source-code-clone-detection-using-unsupervised-similarity-wzi4tblce0","2024","Journal Article","arXiv.org","Jorge Martínez Gil","10.48550/arxiv.2401.09885","","Assessing similarity in source code has gained significant attention in recent years due to its importance in software engineering tasks such as clone detection and code search and recommendation. This work presents a comparative analysis of unsupervised similarity measures for identifying source code clone detection. The goal is to overview the current state-of-the-art techniques, their strengths, and weaknesses. To do that, we compile the existing unsupervised strategies and evaluate their performance on a benchmark dataset to guide software engineers in selecting appropriate methods for their specific use cases. The source code of this study is available at https://github.com/jorge-martinez-gil/codesim ","This work presents a comparative analysis of unsupervised similarity measures for identifying source code clone detection, compiling the existing unsupervised strategies and evaluating their performance on a benchmark dataset to guide software engineers in selecting appropriate methods for their specific use cases."
"Modeling Functional Similarity in Source Code With Graph-Based Siamese Networks","https://scispace.com/paper/modeling-functional-similarity-in-source-code-with-graph-kmuuoe11","2022","Journal Article","IEEE Transactions on Software Engineering","","10.1109/tse.2021.3105556","","Code clones are duplicate code fragments that share (nearly) similar syntax or semantics. Code clone detection plays an important role in software maintenance, code refactoring, and reuse. A substantial amount of research has been conducted in the past to detect clones. A majority of these approaches use lexical and syntactic information to detect clones. However, only a few of them target semantic clones. Recently, motivated by the success of deep learning models in other fields, including natural language processing and computer vision, researchers have attempted to adopt deep learning techniques to detect code clones. These approaches use lexical information (tokens) and(or) syntactic structures like abstract syntax trees (ASTs) to detect code clones. However, they do not make sufficient use of the available structural and semantic information, hence limiting their capabilities. This paper addresses the problem of semantic code clone detection using program dependency graphs and geometric neural networks, leveraging the structured syntactic and semantic information. We have developed a prototype tool <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">Holmes</small> , based on our novel approach and empirically evaluated it on popular code clone benchmarks. Our results show that <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">Holmes</small> performs considerably better than the other state-of-the-art tool, TBCCD. We also assessed <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">Holmes</small> on unseen projects and performed cross dataset experiments to evaluate the generalizability of <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">Holmes</small> . Our results affirm that <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">Holmes</small> outperforms TBCCD since most of the pairs that <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">Holmes</small> detected were either undetected or suboptimally reported by TBCCD. ","In this article , a semantic code clone detection using program dependency graphs and geometric neural networks is proposed, leveraging the structured syntactic and semantic information, which performs considerably better than the other state-of-the-art tool, TBCCD."
"Source Code Clone Detection Using Unsupervised Similarity Measures","https://scispace.com/paper/source-code-clone-detection-using-unsupervised-similarity-5a2s27l554","2024","Book Chapter","","Jorge Martinez‐Gil","10.1007/978-3-031-56281-5_2","","Assessing similarity in source code has gained significant attention in recent years due to its importance in software engineering tasks such as clone detection and code search and recommendation. This work presents a comparative analysis of unsupervised similarity measures for identifying source code clone detection. The goal is to overview the current state-of-the-art techniques, their strengths, and weaknesses. To do that, we compile the existing unsupervised strategies and evaluate their performance on a benchmark dataset to guide software engineers in selecting appropriate methods for their specific use cases. The source code of this study is available at https://github.com/jorge-martinez-gil/codesim ","Source code clone detection using unsupervised similarity measures is a research topic focused on identifying similar code segments. The goal is to provide an overview of existing techniques and their performance evaluation on a benchmark dataset."
"Graph-based code semantics learning for efficient semantic code clone detection","https://scispace.com/paper/graph-based-code-semantics-learning-for-efficient-semantic-aye19wlt","2022","Journal Article","Information & Software Technology","Dongjin Yu
Quanxin Yang
Xin Chen
Jie Chen
Yihang Xu","10.1016/j.infsof.2022.107130","","Recent studies have shown that high-quality code semantics learning can effectively improve the performance of code clone detection. However, existing approaches suffer from two major drawbacks: (a) insufficient utilization of code representations, leading to inefficient semantics learning, and (b) low efficiency of clone detection, resulting in massive detection time. Therefore, we are motivated to propose an efficient semantics learning method while speeding up the detection process. Specifically, to address the first one, we adopt either CFG (Control Flow Graph) or PDG (Program Dependency Graph) as our initial code representation because of their rich semantic information. Further, we propose a novel graph-based code semantics learning method, which can capture critical information at token, statement, edge, and graph levels. To address the second one, we design a Siamese graph-matching network based on attention mechanisms. It can uniformly generate graph embeddings for code fragments and facilitate parallel detection of semantic clones, thus significantly boosting the speed of semantic clone detection. We evaluated our approach on two Java benchmark datasets, Google Code Jam and BigCloneBench. The experimental results show that our model outperforms the SOTA (State-Of-The-Art) lightweight models and is over 20x faster in detection. In addition, our model performs on par with the large Bert-based models and is over 110x faster in detection. Our code and dataset are available online at: https://github.com/HduDBSI/CodeGraph4CCDetector. ","CodeGraph4CCDetector as discussed by the authors adopts either CFG (Control Flow Graph) or PDG (Program Dependency Graph) as the initial code representation and designs a Siamese graph-matching network based on attention mechanisms."
"Using a Nearest-Neighbour, BERT-Based Approach for Scalable Clone Detection","https://scispace.com/paper/using-a-nearest-neighbour-bert-based-approach-for-scalable-38e8pkzb","2022","Proceedings Article","IEEE International Conference on Software Maintenance and Evolution","Muslim Chochlov
Gul Aftab Ahmed
James Vincent Patten
Guoxian Lu
Wei Hou
David Gregg
Jim Buckley","10.1109/ICSME55016.2022.00080","https://scispace.compdf/using-a-nearest-neighbour-bert-based-approach-for-scalable-38e8pkzb.pdf","Code clones can detrimentally impact software maintenance and manually detecting them in very large code-bases is impractical. Additionally, automated approaches find detection of Type 3 and Type 4 (inexact) clones very challenging. While the most recent artificial deep neural networks (for ex-ample BERT-based artificial neural networks) seem to be highly effective in detecting such clones, their pairwise comparison of every code pair in the target system(s) is inefficient and scales poorly on large codebases.We therefore introduce SSCD, a BERT-based clone detection approach that targets high recall of Type 3 and Type 4 clones at scale (in line with our industrial partner’s requirements). It does so by computing a representative embedding for each code fragment and finding similar fragments using a nearest neighbour search. SSCD thus avoids the pairwise-comparison bottleneck of other Neural Network approaches while also using parallel, GPU-accelerated search to tackle scalability.This paper details the approach and an empirical assessment towards configuring and evaluating that approach in industrial setting. The configuration analysis suggests that shorter input lengths and text-only based neural network models demonstrate better efficiency in SSCD, while only slightly decreasing effectiveness. The evaluation results suggest that SSCD is more effective than state-of-the-art approaches like SAGA and SourcererCC. It is also highly efficient: in its optimal setting, SSCD effectively locates clones in the entire 320 million LOC BigCloneBench (a standard clone detection benchmark) in just under three hours.","SSCD as discussed by the authors is a BERT-based clone detection approach that targets high recall of Type 3 and Type 4 clones at scale by computing a representative embedding for each code fragment and finding similar fragments using a nearest neighbour search."
"Using a Nearest-Neighbour, BERT-Based Approach for Scalable Clone Detection","https://scispace.com/paper/using-a-nearest-neighbour-bert-based-approach-for-scalable-9fuap6m5","2022","Proceedings Article","","","10.1109/icsme55016.2022.00080","","Code clones can detrimentally impact software maintenance and manually detecting them in very large code-bases is impractical. Additionally, automated approaches find detection of Type 3 and Type 4 (inexact) clones very challenging. While the most recent artificial deep neural networks (for ex-ample BERT-based artificial neural networks) seem to be highly effective in detecting such clones, their pairwise comparison of every code pair in the target system(s) is inefficient and scales poorly on large codebases.We therefore introduce SSCD, a BERT-based clone detection approach that targets high recall of Type 3 and Type 4 clones at scale (in line with our industrial partner’s requirements). It does so by computing a representative embedding for each code fragment and finding similar fragments using a nearest neighbour search. SSCD thus avoids the pairwise-comparison bottleneck of other Neural Network approaches while also using parallel, GPU-accelerated search to tackle scalability.This paper details the approach and an empirical assessment towards configuring and evaluating that approach in industrial setting. The configuration analysis suggests that shorter input lengths and text-only based neural network models demonstrate better efficiency in SSCD, while only slightly decreasing effectiveness. The evaluation results suggest that SSCD is more effective than state-of-the-art approaches like SAGA and SourcererCC. It is also highly efficient: in its optimal setting, SSCD effectively locates clones in the entire 320 million LOC BigCloneBench (a standard clone detection benchmark) in just under three hours. ","SSCD as mentioned in this paper is a BERT-based clone detection approach that targets high recall of Type 3 and Type 4 clones at scale by computing a representative embedding for each code fragment and finding similar fragments using a nearest neighbour search."
"A Survey of Deep Code Search","https://scispace.com/paper/a-survey-of-deep-code-search-2ezmv3ik","2023","Journal Article","arXiv.org","Yutao Xie
Jiayi Lin
Hande Dong
Li Zhang
Zhonghai Wu","10.48550/arXiv.2305.05959","https://scispace.compdf/a-survey-of-deep-code-search-2ezmv3ik.pdf","Code writing is repetitive and predictable, inspiring us to develop various code intelligence techniques. This survey focuses on code search, that is, to retrieve code that matches a given query by effectively capturing the semantic similarity between the query and code. Deep learning, being able to extract complex semantics information, has achieved great success in this field. Recently, various deep learning methods, such as graph neural networks and pretraining models, have been applied to code search with significant progress. Deep learning is now the leading paradigm for code search. In this survey, we provide a comprehensive overview of deep learning-based code search. We review the existing deep learning-based code search framework which maps query/code to vectors and measures their similarity. Furthermore, we propose a new taxonomy to illustrate the state-of-the-art deep learning-based code search in a three-steps process: query semantics modeling, code semantics modeling, and matching modeling which involves the deep learning model training. Finally, we suggest potential avenues for future research in this promising field.","A comprehensive overview of deep learning-based code search can be found in this article , where the authors provide a taxonomy to illustrate the state-of-the-art deep learning based code search."
"A Survey of Deep Code Search","https://scispace.com/paper/a-survey-of-deep-code-search-ffimf5kz","2023","Posted Content","","","10.48550/arxiv.2305.05959","https://scispace.com/pdf/a-survey-of-deep-code-search-ffimf5kz.pdf","Code writing is repetitive and predictable, inspiring us to develop various code intelligence techniques. This survey focuses on code search, that is, to retrieve code that matches a given query by effectively capturing the semantic similarity between the query and code. Deep learning, being able to extract complex semantics information, has achieved great success in this field. Recently, various deep learning methods, such as graph neural networks and pretraining models, have been applied to code search with significant progress. Deep learning is now the leading paradigm for code search. In this survey, we provide a comprehensive overview of deep learning-based code search. We review the existing deep learning-based code search framework which maps query/code to vectors and measures their similarity. Furthermore, we propose a new taxonomy to illustrate the state-of-the-art deep learning-based code search in a three-steps process: query semantics modeling, code semantics modeling, and matching modeling which involves the deep learning model training. Finally, we suggest potential avenues for future research in this promising field. ","A comprehensive overview of deep learning-based code search can be found in this paper , where the authors provide a taxonomy to illustrate the state-of-the-art deep learning based code search."
"MISIM: An End-to-End Neural Code Similarity System.","https://scispace.com/paper/misim-an-end-to-end-neural-code-similarity-system-4vtprrbrn1","2020","Posted Content","arXiv: Learning","Fangke Ye
Zhou Shengtian
Anand Venkat
Ryan Marcus
Nesime Tatbul
Jesmin Jahan Tithi
Paul Petersen
Timothy G. Mattson
Tim Kraska
Pradeep Dubey
Vivek Sarkar
Justin Gottschlich","","https://www.arxiv.org/pdf/2006.05265","Code similarity systems are integral to a range of applications from code recommendation to automated construction of software tests and defect mitigation. In this paper, we present Machine Inferred Code Similarity (MISIM), a novel end-to-end code similarity system that consists of two core components. First, MISIM uses a novel context-aware similarity structure, which is designed to aid in lifting semantic meaning from code syntax. Second, MISIM provides a neural-based code similarity scoring system, which can be implemented with various neural network algorithms and topologies with learned parameters. We compare MISIM to three other state-of-the-art code similarity systems: (i) code2vec, (ii) Neural Code Comprehension, and (iii) Aroma. In our experimental evaluation across 45,780 programs, MISIM consistently outperformed all three systems, often by a large factor (upwards of 40.6x).","MISIM uses a novel context-aware similarity structure, which is designed to aid in lifting semantic meaning from code syntax, and provides a neural-based code similarity scoring system, which can be implemented with various neural network algorithms and topologies with learned parameters."
