Paper Title,Relevance,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Abstract
Accurate Uncertainty Estimation and Decomposition in Ensemble Learning,"- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides a Bayesian nonparametric ensemble with strong theoretical guarantees for uncertainty decomposition, but does not address bias‑variance trade‑off, diversity‑accuracy theory, MoE frameworks, or formal superiority conditions.",https://scispace.com/paper/accurate-uncertainty-estimation-and-decomposition-in-8or35dqax2w4,"","","","Jeremiah Zhe Liu
John Paisley
Marianthi-Anna Kioumourtzoglou
Brent A. Coull",10.48550/arxiv.1911.04061,"","Ensemble learning is a standard approach to building machine learning systems that capture complex phenomena in real-world data. An important aspect of these systems is the complete and valid quantification of model uncertainty. We introduce a Bayesian nonparametric ensemble (BNE) approach that augments an existing ensemble model to account for different sources of model uncertainty. BNE augments a model's prediction and distribution functions using Bayesian nonparametric machinery. It has a theoretical guarantee in that it robustly estimates the uncertainty patterns in the data distribution, and can decompose its overall predictive uncertainty into distinct components that are due to different sources of noise and error. We show that our method achieves accurate uncertainty estimates under complex observational noise, and illustrate its real-world utility in terms of uncertainty decomposition and model bias detection for an ensemble in predict air pollution exposures in Eastern Massachusetts, USA."
"Speed-vs-Accuracy Tradeoff in Collective Estimation: An Adaptive
  Exploration-Exploitation Case","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses bias‑variance decomposition to explain how diversity and social interactions affect collective accuracy; derives a diversity‑accuracy link for agents. Connects ensemble ideas to multi‑agent collective intelligence, but lacks formal MoE treatment, uncertainty analysis, or explicit superiority conditions.",https://scispace.com/paper/http://arxiv.org/abs/2201.07123v1,2022,Preprint,"","Mohsen Raoufi
Heiko Hamann
Pawel Romanczuk",10.1109/MRS50823.2021.9620695,http://arxiv.org/pdf/2201.07123v1,"The tradeoff between accuracy and speed is considered fundamental to
individual and collective decision-making. In this paper, we focus on
collective estimation as an example of collective decision-making. The task is
to estimate the average scalar intensity of a desired feature in the
environment. The solution we propose consists of exploration and exploitation
phases, where the switching time is a factor dictating the balance between the
two phases. By decomposing the total accuracy into bias and variance, we
explain that diversity and social interactions could promote the accuracy of
the collective decision. We also show how the exploration-vs-exploitation
tradeoff relates to the speed-vs-accuracy tradeoff. One significant finding of
our work is that there is an optimal duration for exploration to compromise
between speed and accuracy. This duration cannot be determined offline for an
unknown environment. Hence, we propose an adaptive, distributed mechanism
enabling individual agents to decide in a decentralized manner when to switch.
Moreover, the spatial consequence of the exploitation phase is an emergent
collective movement, leading to the aggregation of the collective at the
iso-contours of the mean intensity of the environmental field in the spatial
domain. Examples of potential applications for such a fully distributed
collective estimation model are spillage capturing and source localization."
"A Unified Virtual Mixture-of-Experts Framework:Enhanced Inference and
  Hallucination Mitigation in Single-Model System","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses statistical variance reduction to justify virtual MoE; provides fixed‑voting ensemble analysis but lacks bias‑variance trade‑off, diversity‑accuracy, uncertainty quantification, or formal superiority conditions.",https://scispace.com/paper/http://arxiv.org/abs/2504.03739v1,2025,Preprint,"",Mingyan Liu,"",http://arxiv.org/pdf/2504.03739v1,"Generative models, such as GPT and BERT, have significantly improved
performance in tasks like text generation and summarization. However,
hallucinations ""where models generate non-factual or misleading content"" are
especially problematic in smaller-scale architectures, limiting their
real-world applicability.In this paper, we propose a unified Virtual
Mixture-of-Experts (MoE) fusion strategy that enhances inference performance
and mitigates hallucinations in a single Qwen 1.5 0.5B model without increasing
the parameter count. Our method leverages multiple domain-specific expert
prompts (with the number of experts being adjustable) to guide the model from
different perspectives. We apply a statistical outlier truncation strategy
based on the mean and standard deviation to filter out abnormally high
probability predictions, and we inject noise into the embedding space to
promote output diversity. To clearly assess the contribution of each module, we
adopt a fixed voting mechanism rather than a dynamic gating network, thereby
avoiding additional confounding factors. We provide detailed theoretical
derivations from both statistical and ensemble learning perspectives to
demonstrate how our method reduces output variance and suppresses
hallucinations. Extensive ablation experiments on dialogue generation tasks
show that our approach significantly improves inference accuracy and robustness
in small models. Additionally, we discuss methods for evaluating the
orthogonality of virtual experts and outline the potential for future work
involving dynamic expert weight allocation using gating networks."
Weight Ensembling Improves Reasoning in Language Models,"- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses weight interpolation to formalize bias‑variance trade‑off for Pass@k, showing reduced bias and variance; does not derive diversity‑accuracy trade‑offs or MoE theory; provides insight on when ensembling outperforms single checkpoints and links variance reduction to uncertainty estimation.",https://scispace.com/paper/http://arxiv.org/abs/2504.10478v4,2025,Preprint,"","Xingyu Dang
Christina Baek
Kaiyue Wen
Zico Kolter
Aditi Raghunathan","",http://arxiv.org/pdf/2504.10478v4,"We investigate a failure mode that arises during the training of reasoning
models, where the diversity of generations begins to collapse, leading to
suboptimal test-time scaling. Notably, the Pass@1 rate reliably improves during
supervised finetuning (SFT), but Pass@k rapidly deteriorates. Surprisingly, a
simple intervention of interpolating the weights of the latest SFT checkpoint
with an early checkpoint, otherwise known as WiSE-FT, almost completely
recovers Pass@k while also improving Pass@1. The WiSE-FT variant achieves
better test-time scaling (Best@k, majority vote) and achieves superior results
with less data when tuned further by reinforcement learning. Finally, we find
that WiSE-FT provides complementary performance gains that cannot be achieved
only through diversity-inducing decoding strategies, like temperature scaling.
We formalize a bias-variance tradeoff of Pass@k with respect to the expectation
and variance of Pass@1 over the test distribution. We find that WiSE-FT can
reduce bias and variance simultaneously, while temperature scaling inherently
trades off between bias and variance."
"It's an Alignment, Not a Trade-off: Revisiting Bias and Variance in Deep
  Models","- **Relevance Score:** 26/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides theoretical bias‑variance alignment for ensembles, linking calibration and neural collapse. Does not address diversity‑accuracy, MoE, or formal superiority conditions; variance discussion hints at uncertainty estimation.",https://scispace.com/paper/http://arxiv.org/abs/2310.09250v1,2023,Preprint,"","Lin Chen
Michal Lukasik
Wittawat Jitkrittum
Chong You
Sanjiv Kumar","",http://arxiv.org/pdf/2310.09250v1,"Classical wisdom in machine learning holds that the generalization error can
be decomposed into bias and variance, and these two terms exhibit a
\emph{trade-off}. However, in this paper, we show that for an ensemble of deep
learning based classification models, bias and variance are \emph{aligned} at a
sample level, where squared bias is approximately \emph{equal} to variance for
correctly classified sample points. We present empirical evidence confirming
this phenomenon in a variety of deep learning models and datasets. Moreover, we
study this phenomenon from two theoretical perspectives: calibration and neural
collapse. We first show theoretically that under the assumption that the models
are well calibrated, we can observe the bias-variance alignment. Second,
starting from the picture provided by the neural collapse theory, we show an
approximate correlation between bias and variance."
Differentiable Model Selection for Ensemble Learning,"- **Relevance Score:** 23/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses differentiable optimization to learn per-sample aggregation, akin to MoE gating, offering a novel algorithmic approach but lacks formal bias‑variance, diversity‑accuracy, uncertainty, or superiority analyses.",https://scispace.com/paper/differentiable-model-selection-for-ensemble-learning-27ikw8drz8,2023,Journal Article,"","James Kotary
Vincenzo Di Vito
Ferdinando Fioretto",10.24963/ijcai.2023/217,https://scispace.compdf/differentiable-model-selection-for-ensemble-learning-27ikw8drz8.pdf,"Model selection is a strategy aimed at creating accurate and robust models by identifying the optimal model for classifying any particular input sample. This paper proposes a novel framework for differentiable selection of groups of models by integrating machine learning and combinatorial optimization. The framework is tailored for ensemble learning with a strategy that learns to combine the predictions of appropriately selected pre-trained ensemble models. It does so by modeling the ensemble learning task as a differentiable selection program trained end-to-end over a pretrained ensemble to optimize task performance. The proposed framework demonstrates its versatility and effectiveness, outperforming conventional and advanced consensus rules across a variety of classification tasks. "
Accurate uncertainty estimation and decomposition in ensemble learning,"- **Relevance Score:** 23/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Strong theoretical treatment of ensemble uncertainty estimation; lacks bias‑variance analysis, diversity‑accuracy trade‑off, MoE theory, and formal superiority conditions.",https://scispace.com/paper/accurate-uncertainty-estimation-and-decomposition-in-2da93dh2fl,2019,Proceedings Article,Neural Information Processing Systems,"Jeremiah Zhe Liu
John Paisley
Marianthi-Anna Kioumourtzoglou
Brent A. Coull","",https://proceedings.neurips.cc/paper/2019/file/1cc8a8ea51cd0adddf5dab504a285915-Paper.pdf,"Ensemble learning is a standard approach to building machine learning systems that capture complex phenomena in real-world data. An important aspect of these systems is the complete and valid quantification of model uncertainty. We introduce a Bayesian nonparametric ensemble (BNE) approach that augments an existing ensemble model to account for different sources of model uncertainty. BNE augments a model’s prediction and distribution functions using Bayesian nonparametric machinery. It has a theoretical guarantee in that it robustly estimates the uncertainty patterns in the data distribution, and can decompose its overall predictive uncertainty into distinct components that are due to different sources of noise and error. We show that our method achieves accurate uncertainty estimates under complex observational noise, and illustrate its real-world utility in terms of uncertainty decomposition and model bias detection for an ensemble in predict air pollution exposures in Eastern Massachusetts, USA."
Evolutionary Weights for Random Subspace Learning,"- **Relevance Score:** 23/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Offers conceptual bias‑variance discussion and evolutionary weighting for random subspaces, but provides no formal diversity‑accuracy, MoE, uncertainty, or rigorous performance guarantees.",https://scispace.com/paper/evolutionary-weights-for-random-subspace-learning-1ins97i31b,2016,"","",Andre Lobato Ramos,"",https://scispace.com/pdf/evolutionary-weights-for-random-subspace-learning-1ins97i31b.pdf,"Ensemble learning is a widely used technique in Data Mining, this method allows us to aggregate models to reduce prediction error. There are many methods on how to perform model aggregation, one of them is known as Random Subspace Learning, which consists of building subspace of the feature space where we want to create our models. The task of selecting good subspaces and in turn produce good models for better prediction can be a daunting one, so we want to propose a new method to accomplish such a task. This proposed method allows for an automated data-driven way to attribute weights to variables in the feature space in order select variables that show themselves to be important in reducing the prediction error."
Rethinking Fano's Inequality in Ensemble Learning,"- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Derives a diversity‑accuracy bound via Fano's inequality; does not address bias‑variance, MoE, or uncertainty; hints at when ensembles help but lacks formal superiority conditions.",https://scispace.com/paper/rethinking-fano-s-inequality-in-ensemble-learning-2pptu5zk,2022,Proceedings Article,International Conference on Machine Learning,"Terufumi Morishita
Gaku Morio
Shota Horiguchi
Hiroaki Ozaki
Nobuo Nukaga",10.48550/arXiv.2205.12683,https://scispace.compdf/rethinking-fano-s-inequality-in-ensemble-learning-2pptu5zk.pdf,"We propose a fundamental theory on ensemble learning that evaluates a given ensemble system by a well-grounded set of metrics. Previous studies used a variant of Fano's inequality of information theory and derived a lower bound of the classification error rate on the basis of the accuracy and diversity of models. We revisit the original Fano's inequality and argue that the studies did not take into account the information lost when multiple model predictions are combined into a final prediction. To address this issue, we generalize the previous theory to incorporate the information loss. Further, we empirically validate and demonstrate the proposed theory through extensive experiments on actual systems. The theory reveals the strengths and weaknesses of systems on each metric, which will push the theoretical understanding of ensemble learning and give us insights into designing systems."
A Theoretical Analysis of Why Hybrid Ensembles Work,"- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Derives a direct link between classifier diversity and accuracy, showing hybrid ensembles can outperform single models under certain heterogeneity conditions, but lacks bias‑variance, MoE, and uncertainty analyses.",https://scispace.com/paper/a-theoretical-analysis-of-why-hybrid-ensembles-work-okqe2a08o2,2017,Journal Article,Computational Intelligence and Neuroscience,Kuo-Wei Hsu,10.1155/2017/1930702,https://scispace.com/pdf/a-theoretical-analysis-of-why-hybrid-ensembles-work-okqe2a08o2.pdf,"Inspired by the group decision making process, ensembles or combinations of classifiers have been found favorable in a wide variety of application domains. Some researchers propose to use the mixture of two different types of classification algorithms to create a hybrid ensemble. Why does such an ensemble work? The question remains. Following the concept of diversity, which is one of the fundamental elements of the success of ensembles, we conduct a theoretical analysis of why hybrid ensembles work, connecting using different algorithms to accuracy gain. We also conduct experiments on classification performance of hybrid ensembles of classifiers created by decision tree and naive Bayes classification algorithms, each of which is a top data mining algorithm and often used to create non-hybrid ensembles. Therefore, through this paper, we provide a complement to the theoretical foundation of creating and using hybrid ensembles."
When does diversity help generalization in classification ensembles?,"- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Derives a formal diversity‑accuracy link via margin theory and shows specific diversity ranges that improve generalization; does not address bias‑variance, MoE, or uncertainty; offers limited conditions for ensemble advantage.",https://scispace.com/paper/when-does-diversity-help-generalization-in-classification-1gl3yzyyuw,2021,Journal Article,"IEEE Transactions on Systems, Man, and Cybernetics","Yijun Bian
Huanhuan Chen",10.1109/TCYB.2021.3053165,https://arxiv.org/pdf/1910.13631,"Ensembles, as a widely used and effective technique in the machine learning community, succeed within a key element--``diversity.'' The relationship between diversity and generalization, unfortunately, is not entirely understood and remains an open research issue. To reveal the effect of diversity on the generalization of classification ensembles, we investigate three issues on diversity, that is, the measurement of diversity, the relationship between the proposed diversity and the generalization error, and the utilization of this relationship for ensemble pruning. In the diversity measurement, we measure diversity by error decomposition inspired by regression ensembles, which decompose the error of classification ensembles into accuracy and diversity. Then, we formulate the relationship between the measured diversity and ensemble performance through the theorem of margin and generalization and observe that the generalization error is reduced effectively only when the measured diversity is increased in a few specific ranges, while in other ranges, larger diversity is less beneficial to increasing the generalization of an ensemble. Besides, we propose two pruning methods based on diversity management to utilize this relationship, which could increase diversity appropriately and shrink the size of the ensemble without much-decreasing performance. The empirical results validate the reasonableness of the proposed relationship between diversity and ensemble generalization error and the effectiveness of the proposed pruning methods."
"Nested Mixture of Experts: Cooperative and Competitive Learning of
  Hybrid Dynamical System","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses bias‑variance discussion to motivate NMOE; introduces cooperative/competitive expert training but lacks formal diversity‑accuracy analysis, uncertainty theory, or proven superiority conditions.",https://scispace.com/paper/http://arxiv.org/abs/2011.10605v2,2020,Preprint,"","Junhyeok Ahn
Luis Sentis","",http://arxiv.org/pdf/2011.10605v2,"Model-based reinforcement learning (MBRL) algorithms can attain significant
sample efficiency but require an appropriate network structure to represent
system dynamics. Current approaches include white-box modeling using analytic
parameterizations and black-box modeling using deep neural networks. However,
both can suffer from a bias-variance trade-off in the learning process, and
neither provides a structured method for injecting domain knowledge into the
network. As an alternative, gray-box modeling leverages prior knowledge in
neural network training but only for simple systems. In this paper, we devise a
nested mixture of experts (NMOE) for representing and learning hybrid dynamical
systems. An NMOE combines both white-box and black-box models while optimizing
bias-variance trade-off. Moreover, an NMOE provides a structured method for
incorporating various types of prior knowledge by training the associative
experts cooperatively or competitively. The prior knowledge includes
information on robots' physical contacts with the environments as well as their
kinematic and dynamic properties. In this paper, we demonstrate how to
incorporate prior knowledge into our NMOE in various continuous control
domains, including hybrid dynamical systems. We also show the effectiveness of
our method in terms of data-efficiency, generalization to unseen data, and
bias-variance trade-off. Finally, we evaluate our NMOE using an MBRL setup,
where the model is integrated with a model-based controller and trained online."
Using Stacked Generalization for Anomaly Detection,"- **Relevance Score:** 21/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** States explicit accuracy and diversity conditions for ensemble superiority, but lacks bias‑variance analysis, formal diversity‑accuracy proofs, MoE theory, or uncertainty quantification.",https://scispace.com/paper/using-stacked-generalization-for-anomaly-detection-18i605ivhu,2017,Dissertation,"",Miguel Oliveira Sandim,"",https://scispace.com/pdf/using-stacked-generalization-for-anomaly-detection-18i605ivhu.pdf,"Detecao de Anomalias e uma area de investigacao importante hoje em dia, na qual a intencao e encontrar padroes em dados que nao estejam de acordo com o comportamento esperado.As tecnicas que tem sido utilizadas nesta area sao diversas, baseadas em diferentes assuncoes sobre como as anomalias se manifestam nos dados e podem ter diferentes resultados (uma pontuacao numerica ou uma classificacao). Devido a esta heterogeneidade, cada tecnica e especializada em caracteristicas especificas dos dados e pode apenas fornecer uma visao limitada sobre as anomalias que existem num conjunto de dados especifico.Ensemble Learning e um processo que tenta incorporar as opinioes de diferentes algoritmos de modo a potenciar uma decisao mais ponderada.Este processo tem sido aplicado com sucesso em problemas de aprendizagem supervisionada e melhorias na performance foram observadas empiricamente.Stacked Generalization e um destes metodos, no qual um algoritmo de aprendizagem e usado para combinar as opinioes de diferentes algoritmos.O objetivo desta tese e o de investigar a aplicacao do metodo Stacked Generalization com as principais tecnicas de Detecao de Anomalias e determinar se este metodo pode conduzir a uma melhor performance.Este metodo sera entao avaliado com conjuntos de dados publicos e usados para validacao das tecnicas na literatura cientifica de Detecao de Anomalias."
Differentiable Model Selection for Ensemble Learning,"- **Relevance Score:** 20/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses differentiable optimization to select ensemble members, mentions error diversity and conditional aggregation akin to MoE, but lacks formal bias‑variance, uncertainty, or superiority analyses.",https://scispace.com/paper/differentiable-model-selection-for-ensemble-learning-2ley3n3m,2022,Posted Content,"","",10.48550/arxiv.2211.00251,https://scispace.com/pdf/differentiable-model-selection-for-ensemble-learning-2ley3n3m.pdf,"Model selection is a strategy aimed at creating accurate and robust models. A key challenge in designing these algorithms is identifying the optimal model for classifying any particular input sample. This paper addresses this challenge and proposes a novel framework for differentiable model selection integrating machine learning and combinatorial optimization. The framework is tailored for ensemble learning, a strategy that combines the outputs of individually pre-trained models, and learns to select appropriate ensemble members for a particular input sample by transforming the ensemble learning task into a differentiable selection program trained end-to-end within the ensemble learning model. Tested on various tasks, the proposed framework demonstrates its versatility and effectiveness, outperforming conventional and advanced consensus rules across a variety of settings and learning tasks. "
The diversified ensemble neural network,"- **Relevance Score:** 20/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses a diversified ensemble layer to improve accuracy and stability, offering theoretical analysis of weight directions and integration into CNN/RNN/GCN, but lacks explicit bias‑variance, diversity‑accuracy, MoE, or uncertainty theory.",https://scispace.com/paper/the-diversified-ensemble-neural-network-4fec17vkpw,2020,Proceedings Article,Neural Information Processing Systems,"Shaofeng Zhang
Meng Liu
Junchi Yan","",https://proceedings.neurips.cc/paper/2020/file/b86e8d03fe992d1b0e19656875ee557c-Paper.pdf,"Ensemble is a general way of improving the accuracy and stability of learning models, especially for the generalization ability on small datasets. Compared with tree-based methods, relatively less works have been devoted to an in-depth study on effective ensemble design for neural networks. In this paper, we propose a principled ensemble technique by constructing the so-called diversified ensemble layer to combine multiple networks as individual modules. Through comprehensive theoretical analysis, we show that each individual model in our ensemble layer corresponds to weights in the ensemble layer optimized in different directions. Meanwhile, the devised ensemble layer can be readily integrated into popular neural architectures, including CNNs, RNNs, and GCNs. Extensive experiments are conducted on public tabular datasets, images, and texts. By adopting weight sharing approach, the results show our method can notably improve the accuracy and stability of the original neural networks with ignorable extra time and space overhead."
The online performance estimation framework: heterogeneous ensemble learning for data streams,"- **Relevance Score:** 20/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses heterogeneous ensembles with dynamic weighting for data streams; discusses diversity benefits and gating-like weighting but lacks formal bias‑variance, uncertainty, or superiority analyses.",https://scispace.com/paper/the-online-performance-estimation-framework-heterogeneous-k4obuc4h67,2018,Journal Article,Machine Learning,"Jan N. van Rijn
Jan N. van Rijn
Geoffrey Holmes
Bernhard Pfahringer
Joaquin Vanschoren",10.1007/S10994-017-5686-9,https://link.springer.com/content/pdf/10.1007/s10994-017-5686-9.pdf,"Ensembles of classifiers are among the best performing classifiers available in many data mining applications, including the mining of data streams. Rather than training one classifier, multiple classifiers are trained, and their predictions are combined according to a given voting schedule. An important prerequisite for ensembles to be successful is that the individual models are diverse. One way to vastly increase the diversity among the models is to build an heterogeneous ensemble, comprised of fundamentally different model types. However, most ensembles developed specifically for the dynamic data stream setting rely on only one type of base-level classifier, most often Hoeffding Trees. We study the use of heterogeneous ensembles for data streams. We introduce the Online Performance Estimation framework, which dynamically weights the votes of individual classifiers in an ensemble. Using an internal evaluation on recent training data, it measures how well ensemble members performed on this and dynamically updates their weights. Experiments over a wide range of data streams show performance that is competitive with state of the art ensemble techniques, including Online Bagging and Leveraging Bagging, while being significantly faster. All experimental results from this work are easily reproducible and publicly available online."
Horseshoe RuleFit : Learning Rule Ensembles via Bayesian Regularization,"- **Relevance Score:** 20/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Mentions bias‑variance and Bayesian regularization for rule ensembles, offering limited theoretical insight; lacks formal diversity‑accuracy analysis, MoE treatment, or proven superiority conditions.",https://scispace.com/paper/horseshoe-rulefit-learning-rule-ensembles-via-bayesian-s6vi4at9d8,2016,"","",Malte Nalenz,"",https://scispace.com/pdf/horseshoe-rulefit-learning-rule-ensembles-via-bayesian-s6vi4at9d8.pdf,"This work proposes Hs-RuleFit, a learning method for regression and classiﬁcation, which combines rule ensemble learning based on the RuleFit algorithm with Bayesian regularization through the hors ..."
Exploiting Uncertainties from Ensemble Learners to Improve Decision-Making in Healthcare AI,"- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a rigorous theoretical comparison of ensemble mean vs variance for uncertainty, showing when mean is preferable; touches on assumptions that imply ensemble advantage but lacks broader bias‑variance, diversity, or MoE analysis.",https://scispace.com/paper/exploiting-uncertainties-from-ensemble-learners-to-improve-9arjplyx9b4y,"","","","Yingshui Tan
Baihong Jin
Xiangyu Yue
Yuxin Chen
Alberto Sangiovanni Vincentelli",10.48550/arxiv.2007.06063,"","Ensemble learning is widely applied in Machine Learning (ML) to improve model performance and to mitigate decision risks. In this approach, predictions from a diverse set of learners are combined to obtain a joint decision. Recently, various methods have been explored in literature for estimating decision uncertainties using ensemble learning; however, determining which metrics are a better fit for certain decision-making applications remains a challenging task. In this paper, we study the following key research question in the selection of uncertainty metrics: when does an uncertainty metric outperforms another? We answer this question via a rigorous analysis of two commonly used uncertainty metrics in ensemble learning, namely ensemble mean and ensemble variance. We show that, under mild assumptions on the ensemble learners, ensemble mean is preferable with respect to ensemble variance as an uncertainty metric for decision making. We empirically validate our assumptions and theoretical results via an extensive case study: the diagnosis of referable diabetic retinopathy."
Software Defect Prediction Using Ensemble Learning: A Systematic Literature Review,"- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Surveys ensemble methods for defect prediction, noting diversity and empirical superiority, but provides no formal bias‑variance, MoE, uncertainty, or theoretical guarantees.",https://scispace.com/paper/software-defect-prediction-using-ensemble-learning-a-2ya3bve8h5,2021,Journal Article,IEEE Access,"Faseeha Matloob
Taher M. Ghazal
Nasser Taleb
Shabib Aftab
Munir Ahmad
Muhammad Adnan Khan
Sagheer Abbas
Tariq Rahim Soomro",10.1109/ACCESS.2021.3095559,https://scispace.com/pdf/software-defect-prediction-using-ensemble-learning-a-2ya3bve8h5.pdf,"Recent advances in the domain of software defect prediction (SDP) include the integration of multiple classification techniques to create an ensemble or hybrid approach. This technique was introduced to improve the prediction performance by overcoming the limitations of any single classification technique. This research provides a systematic literature review on the use of the ensemble learning approach for software defect prediction. The review is conducted after critically analyzing research papers published since 2012 in four well-known online libraries: ACM, IEEE, Springer Link, and Science Direct. In this study, five research questions covering the different aspects of research progress on the use of ensemble learning for software defect prediction are addressed. To extract the answers to identified questions, 46 most relevant papers are shortlisted after a thorough systematic research process. This study will provide compact information regarding the latest trends and advances in ensemble learning for software defect prediction and provide a baseline for future innovations and further reviews. Through our study, we discovered that frequently employed ensemble methods by researchers are the random forest, boosting, and bagging. Less frequently employed methods include stacking, voting and Extra Trees. Researchers proposed many promising frameworks, such as EMKCA, SMOTE-Ensemble, MKEL, SDAEsTSE, TLEL, and LRCR, using ensemble learning methods. The AUC, accuracy, F-measure, Recall, Precision, and MCC were mostly utilized to measure the prediction performance of models. WEKA was widely adopted as a platform for machine learning. Many researchers showed through empirical analysis that features selection, and data sampling was necessary pre-processing steps that improve the performance of ensemble classifiers."
Exploring Model Learning Heterogeneity for Boosting Ensemble Robustness,"- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses negative‑correlation analysis to argue heterogeneous ensembles improve robustness, hinting at diversity benefits and conditions for superiority, but lacks bias‑variance, MoE, or uncertainty theory.",https://scispace.com/paper/exploring-model-learning-heterogeneity-for-boosting-ensemble-47zrfsorcp,2023,Journal Article,"","Yanzhao Wu
Ka-Ho Chow
Wuchang Wei
Линг Лиу",10.1109/icdm58522.2023.00074,"","Deep neural network ensembles hold the potential of improving generalization performance for complex learning tasks. This paper presents formal analysis and empirical evaluation to show that heterogeneous deep ensembles with high ensemble diversity can effectively leverage model learning heterogeneity to boost ensemble robustness. We first show that heterogeneous DNN models trained for solving the same learning problem, e.g., object detection, can significantly strengthen the mean average precision (mAP) through our weighted bounding box ensemble consensus method. Second, we further compose ensembles of heterogeneous models for solving different learning problems, e.g., object detection and semantic segmentation, by introducing the connected component labeling (CCL) based alignment. We show that this two-tier heterogeneity driven ensemble construction method can compose an ensemble team that promotes high ensemble diversity and low negative correlation among member models of the ensemble, strengthening ensemble robustness against both negative examples and adversarial attacks. Third, we provide a formal analysis of the ensemble robustness in terms of negative correlation. Extensive experiments validate the enhanced robustness of heterogeneous ensembles in both benign and adversarial settings. The appendix and source codes are available on GitHub at https://github.com/git-disl/HeteRobust. "
Ensemble learning methods for decision making: Status and future prospects,"- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses diversity importance and lack of best method, but provides no formal bias‑variance, MoE, uncertainty, or rigorous superiority conditions.",https://scispace.com/paper/ensemble-learning-methods-for-decision-making-status-and-514kgkxjm3,2015,Proceedings Article,International Conference on Machine Learning and Cybernetics,"Shahid Ali
Sreenivas Sremath Tirumala
Abdolhossein Sarrafzadeh",10.1109/ICMLC.2015.7340924,https://scispace.com/pdf/ensemble-learning-methods-for-decision-making-status-and-514kgkxjm3.pdf,"In real world situations every model has some weaknesses and will make errors on training data. Given the fact that each model has certain limitations, the aim of ensemble learning is to supervise their strengths and weaknesses, leading to best possible decision in general. Ensemble based machine learning is a solution of minimizing risk in decision making. Bagging, boosting, stacked generalization and mixture of expert methods are the most popular techniques to construct ensemble systems. For the purpose of combining outputs of class labels, weighted majority voting, behaviour knowledge space and border count methods are used to construct independent classifiers and to achieve diversity among the classifiers which is important in ensemble learning. It was found that an ideal ensemble method should work on the principal of achieving six paramount characteristics of ensemble learning; accuracy, scalability, computational cost, usability, compactness and speed of classification. In addition, the ideal ensemble method would be able to handle large huge image size and long term historical data particularly of spatial and temporal. In this paper we reveal that ensemble models have obtained high acceptability in terms of accuracy than single models. Further, we present an analogy of various ensemble techniques, their applicability, measuring the solution diversity, challenges and proposed methods to overcome these challenges without diverting from the original concepts."
