"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"AgentCDM: Enhancing Multi-Agent Collaborative Decision-Making via ACH-Inspired Structured Reasoning","https://scispace.com/paper/agentcdm-enhancing-multi-agent-collaborative-decision-making-hbwi5p0qe2cg","2025","Journal Article","","Xinxu Zhao
Shiwan Zhao
Hualong Yu
Liting Zhang
Qiaowei Li","10.48550/arxiv.2508.11995","https://scispace.compdf/agentcdm-enhancing-multi-agent-collaborative-decision-making-hbwi5p0qe2cg.pdf","Multi-agent systems (MAS) powered by large language models (LLMs) hold significant promise for solving complex decision-making tasks. However, the core process of collaborative decision-making (CDM) within these systems remains underexplored. Existing approaches often rely on either ``dictatorial"" strategies that are vulnerable to the cognitive biases of a single agent, or ``voting-based"" methods that fail to fully harness collective intelligence. To address these limitations, we propose \textbf{AgentCDM}, a structured framework for enhancing collaborative decision-making in LLM-based multi-agent systems. Drawing inspiration from the Analysis of Competing Hypotheses (ACH) in cognitive science, AgentCDM introduces a structured reasoning paradigm that systematically mitigates cognitive biases and shifts decision-making from passive answer selection to active hypothesis evaluation and construction. To internalize this reasoning process, we develop a two-stage training paradigm: the first stage uses explicit ACH-inspired scaffolding to guide the model through structured reasoning, while the second stage progressively removes this scaffolding to encourage autonomous generalization. Experiments on multiple benchmark datasets demonstrate that AgentCDM achieves state-of-the-art performance and exhibits strong generalization, validating its effectiveness in improving the quality and robustness of collaborative decisions in MAS. ","AgentCDM, a structured framework, enhances collaborative decision-making in multi-agent systems by introducing ACH-inspired reasoning, mitigating cognitive biases, and promoting active hypothesis evaluation, achieving state-of-the-art performance on benchmark datasets."
"Multi-Agent Consensus Seeking via Large Language Models","https://scispace.com/paper/multi-agent-consensus-seeking-via-large-language-models-1727jcrgin","2023","Journal Article","arXiv.org","Huaben Chen
Wenkang Ji
Lufeng Xu
Shiyu Zhao","10.48550/arxiv.2310.20151","","Multi-agent systems driven by large language models (LLMs) have shown promising abilities for solving complex tasks in a collaborative manner. This work considers a fundamental problem in multi-agent collaboration: consensus seeking. When multiple agents work together, we are interested in how they can reach a consensus through inter-agent negotiation. To that end, this work studies a consensus-seeking task where the state of each agent is a numerical value and they negotiate with each other to reach a consensus value. It is revealed that when not explicitly directed on which strategy should be adopted, the LLM-driven agents primarily use the average strategy for consensus seeking although they may occasionally use some other strategies. Moreover, this work analyzes the impact of the agent number, agent personality, and network topology on the negotiation process. The findings reported in this work can potentially lay the foundations for understanding the behaviors of LLM-driven multi-agent systems for solving more complex tasks. Furthermore, LLM-driven consensus seeking is applied to a multi-robot aggregation task. This application demonstrates the potential of LLM-driven agents to achieve zero-shot autonomous planning for multi-robot collaboration tasks. Project website: westlakeintelligentrobotics.github.io/ConsensusLLM/. ","This application demonstrates the potential of LLM-driven agents to achieve zero-shot autonomous planning for multi-robot collaboration tasks and analyzes the impact of the agent number, agent personality, and network topology on the negotiation process."
"Can Large Language Models Serve as Data Analysts? A Multi-Agent Assisted Approach for Qualitative Data Analysis","https://scispace.com/paper/can-large-language-models-serve-as-data-analysts-a-multi-49qsfj4177","2024","Journal Article","arXiv.org","Zeeshan Rasheed
Muhammad Waseem
Aakash Ahmad
Kai-Kristian Kemell
Xiaofeng Wang
Anh Nguyen Duc
Pekka Abrahamsson","10.48550/arxiv.2402.01386","","Recent advancements in Large Language Models (LLMs) have enabled collaborative human-bot interactions in Software Engineering (SE), similar to many other professions. However, the potential benefits and implications of incorporating LLMs into qualitative data analysis in SE have not been completely explored. For instance, conducting qualitative data analysis manually can be a time-consuming, effort-intensive, and error-prone task for researchers. LLM-based solutions, such as generative AI models trained on massive datasets, can be utilized to automate tasks in software development as well as in qualitative data analysis. To this end, we utilized LLMs to automate and expedite the qualitative data analysis processes. We employed a multi-agent model, where each agent was tasked with executing distinct, individual research related activities. Our proposed model interpreted large quantities of textual documents and interview transcripts to perform several common tasks used in qualitative analysis. The results show that this technical assistant speeds up significantly the data analysis process, enabling researchers to manage larger datasets much more effectively. Furthermore, this approach introduces a new dimension of scalability and accuracy in qualitative research, potentially transforming data interpretation methodologies in SE.","This work employed a multi-agent model, where each agent was tasked with executing distinct, individual research related activities and interpreted large quantities of textual documents and interview transcripts to perform several common tasks used in qualitative analysis."
"A survey on LLM-based multi-agent systems: workflow, infrastructure, and challenges","https://scispace.com/paper/a-survey-on-llm-based-multi-agent-systems-workflow-3ibrdtwmubt2","2024","Journal Article","","Xinyi Li
S. Wang
S. Zeng
Yu Wu
Yi Yang","10.1007/s44336-024-00009-2","https://scispace.compdf/a-survey-on-llm-based-multi-agent-systems-workflow-3ibrdtwmubt2.pdf","Abstract The pursuit of more intelligent and credible autonomous systems, akin to human society, has been a long-standing endeavor for humans. Leveraging the exceptional reasoning and planning capabilities of large language models (LLMs), LLM-based agents have been proposed and have achieved remarkable success across a wide array of tasks. Notably, LLM-based multi-agent systems (MAS) are considered a promising pathway towards realizing general artificial intelligence that is equivalent to or surpasses human-level intelligence. In this paper, we present a comprehensive survey of these studies, offering a systematic review of LLM-based MAS. Adhering to the workflow of LLM-based multi-agent systems, we synthesize a general structure encompassing five key components: profile, perception, self-action, mutual interaction, and evolution. This unified framework encapsulates much of the previous work in the field. Furthermore, we illuminate the extensive applications of LLM-based MAS in two principal areas: problem-solving and world simulation. Finally, we discuss in detail several contemporary challenges and provide insights into potential future directions in this domain. ","This survey presents a comprehensive review of LLM-based multi-agent systems, synthesizing a unified framework of five key components and highlighting applications in problem-solving and world simulation, while discussing contemporary challenges and future directions."
"Advancements in Multi-Agent Large Language Model Systems for Next-Generation AI","https://scispace.com/paper/advancements-in-multi-agent-large-language-model-systems-for-toq5g9kgsdig","2025","Journal Article","Advances in computational intelligence and robotics book series","Abinaya Gopalakrishnan
G. Ramya
Preethiya Thandapani
R. Nithya Paranthaman
S. Ashwini
R. Dhwarithaa","10.4018/979-8-3373-1419-8.ch002","","Large Language Models (LLMs) have enabled AI research. Their easier design of new ways to handle challenges across a wide range of applications has increased this discipline's influence. Multi-agent LLM systems in diagnostics and healthcare can revolutionize clinical decision-making, precision medicine, and patient care. This chapter examines multi-agent LLMs' medical concepts, designs, and applications.Multi-agent systems can scale, modularize, and specialize and integrate several medical specializations and contextual knowledge. This chapters covers the technical implementation of these systems, including advanced Large Language Models, quality control measures, guardrails, self-reflection, integration with EHRs, and explainable AI for decision transparency. We discuss possible benefits with future directions, like integrating IoT devices and creating advanced natural language interfaces. ","This chapter explores multi-agent Large Language Model systems for next-generation AI, focusing on medical applications, technical implementation, and benefits, including scalability, modularity, and integration with EHRs and IoT devices for improved clinical decision-making and patient care."
"Experimenting with Multi-Agent Software Development: Towards a Unified
  Platform","https://scispace.com/paper/experimenting-with-multi-agent-software-development-towards-54chrzenbq","2024","Preprint","","Mariagiovanna Sami
Muhammad Waseem
Zeeshan Rasheed
Mohd Yusof Saari
Kari Systä
Pekka Abrahamsson","10.48550/arxiv.2406.05381","https://scispace.compdf/experimenting-with-multi-agent-software-development-towards-54chrzenbq.pdf","Large language models are redefining software engineering by implementing AI-powered techniques throughout the whole software development process, including requirement gathering, software architecture, code generation, testing, and deployment. However, it is still difficult to develop a cohesive platform that consistently produces the best outcomes across all stages. The objective of this study is to develop a unified platform that utilizes multiple artificial intelligence agents to automate the process of transforming user requirements into well-organized deliverables. These deliverables include user stories, prioritization, and UML sequence diagrams, along with the modular approach to APIs, unit tests, and end-to-end tests. Additionally, the platform will organize tasks, perform security and compliance, and suggest design patterns and improvements for non-functional requirements. We allow users to control and manage each phase according to their preferences. In addition, the platform provides security and compliance checks following European standards and proposes design optimizations. We use multiple models, such as GPT-3.5, GPT-4, and Llama3 to enable to generation of modular code as per user choice. The research also highlights the limitations and future research discussions to overall improve the software development life cycle. The source code for our uniform platform is hosted on GitHub, enabling additional experimentation and supporting both research and practical uses. \end ","The research explores the development of a unified platform that utilizes AI agents to automate software development tasks across various stages, including requirement gathering, architecture design, code generation, testing, and deployment. The platform generates well-organized deliverables, manages tasks, performs security and compliance checks, and suggests design patterns and improvements."
"MindScope: Exploring cognitive biases in large language models through
  Multi-Agent Systems","https://scispace.com/paper/mindscope-exploring-cognitive-biases-in-large-language-4a9u8g93lqzn","2024","Journal Article","","Zhentao Xie
Jiabao Zhao
Yilei Wang
Jinxin Shi
Yanhong Bai
Xingjiao Wu
Liang He","10.48550/arxiv.2410.04452","https://scispace.compdf/mindscope-exploring-cognitive-biases-in-large-language-4a9u8g93lqzn.pdf","Detecting cognitive biases in large language models (LLMs) is a fascinating task that aims to probe the existing cognitive biases within these models. Current methods for detecting cognitive biases in language models generally suffer from incomplete detection capabilities and a restricted range of detectable bias types. To address this issue, we introduced the 'MindScope' dataset, which distinctively integrates static and dynamic elements. The static component comprises 5,170 open-ended questions spanning 72 cognitive bias categories. The dynamic component leverages a rule-based, multi-agent communication framework to facilitate the generation of multi-round dialogues. This framework is flexible and readily adaptable for various psychological experiments involving LLMs. In addition, we introduce a multi-agent detection method applicable to a wide range of detection tasks, which integrates Retrieval-Augmented Generation (RAG), competitive debate, and a reinforcement learning-based decision module. Demonstrating substantial effectiveness, this method has shown to improve detection accuracy by as much as 35.10% compared to GPT-4. Codes and appendix are available at https://github.com/2279072142/MindScope. ","Researchers introduce MindScope, a dataset and multi-agent detection method to identify cognitive biases in large language models, achieving 35.10% improved accuracy over GPT-4 through a rule-based framework and Retrieval-Augmented Generation."
"Large Language Models as Test Case Generators: Performance Evaluation and Enhancement","https://scispace.com/paper/large-language-models-as-test-case-generators-performance-4ll3nygt79","2024","Journal Article","arXiv.org","Ke-Shen Li
Yuan Yuan","10.48550/arxiv.2404.13340","","Code generation with Large Language Models (LLMs) has been extensively studied and achieved remarkable progress. As a complementary aspect to code generation, test case generation is of crucial importance in ensuring the quality and reliability of code. However, using LLMs as test case generators has been much less explored. Current research along this line primarily focuses on enhancing code generation with assistance from test cases generated by LLMs, while the performance of LLMs in test case generation alone has not been comprehensively examined. To bridge this gap, we conduct extensive experiments to study how well LLMs can generate high-quality test cases. We find that as the problem difficulty increases, state-of-the-art LLMs struggle to generate correct test cases, largely due to their inherent limitations in computation and reasoning. To mitigate this issue, we further propose a multi-agent framework called \emph{TestChain} that decouples the generation of test inputs and test outputs. Notably, TestChain uses a ReAct format conversation chain for LLMs to interact with a Python interpreter in order to provide more accurate test outputs. Our results indicate that TestChain outperforms the baseline by a large margin. Particularly, in terms of the accuracy of test cases, TestChain using GPT-4 as the backbone achieves a 13.84\% improvement over the baseline on the LeetCode-hard dataset.","Large LLMs struggle to generate high-quality test cases due to their limitations in computation and reasoning. TestChain framework improves the performance of LLMs in test case generation by decoupling test inputs and outputs and using a ReAct format conversation chain."
"CodeAgent: Collaborative Agents for Software Engineering","https://scispace.com/paper/codeagent-collaborative-agents-for-software-engineering-1b1u9t9fkn","2024","Journal Article","arXiv.org","Daniel Tang
Zhenghan Chen
Kisub Kim
Yewei Song
Haoye Tian
Saad Ezzini
Yongfeng Huang
Jacques Klein
Tegawendé F. Bissyandé","10.48550/arxiv.2402.02172","","Code review is a heavily collaborative process, which aims at ensuring the overall quality and reliability of software. While it provides massive benefits, the implementation of code review in an organization faces several challenges that make its automation appealing. Automated code review tools have been around for a while and are now improving thanks to the adoption of novel AI models, which help can learn about standard practices and systematically check that the reviewed code adheres to them. Unfortunately, existing methods fall short: they often target a single input-output generative model, which cannot simulate the collaboration interactions in code review to account for various perspectives; they are also sub-performing on various critical code review sub-tasks. In this paper, we advance the state of the art in code review automation by introducing CodeAgent, a novel multi-agent-based system for code review. Fundamentally, CodeAgent is steered by QA-Checker (short for""Question-Answer Checking""), a supervision agent, designed specifically to ensure that all agents' contributions remain relevant to the initial review question. CodeAgent is autonomous, multi-agent, and Large language model-driven. To demonstrate the effectiveness of CodeAgent, we performed experiments to assess its capabilities in various tasks including 1) detection of inconsistencies between code changes and commit messages, 2) detection of vulnerability introduction by commits, and 3) validation of adherence to code style. Our website is accessed in \url{https://code-agent-new.vercel.app/index.html}.","The state of the art in code review automation is advanced by introducing CodeAgent, a novel multi-agent-based system for code review, steered by QA-Checker (short for""Question-Answer Checking""), a supervision agent designed specifically to ensure that all agents' contributions remain relevant to the initial review question."
"A Taxonomy for Autonomous LLM-Powered Multi-Agent Architectures","https://scispace.com/paper/a-taxonomy-for-autonomous-llm-powered-multi-agent-4dr0yhtp2d","","Proceedings Article","","Thorsten Händler","10.5220/0012239100003598","",": Large language models (LLMs) have revolutionized the field of artificial intelligence, endowing it with sophisticated language understanding and generation capabilities. However, when faced with more complex and interconnected tasks that demand a profound and iterative thought process, LLMs reveal their inherent limitations. Autonomous LLM-powered multi-agent systems represent a strategic response to these challenges. While these architectures hold promising potential in amplifying AI capabilities, striking the right balance be-tween different levels of autonomy and alignment remains the crucial challenge for their effective operation. This paper proposes a comprehensive multi-dimensional taxonomy, engineered to analyze how autonomous LLM-powered multi-agent systems balance the dynamic interplay between autonomy and alignment across various aspects inherent to architectural viewpoints such as goal-driven task management, agent composition, multi-agent collaboration, and context interaction. Our taxonomy aims to empower researchers, engineers, and AI practitioners to systematically analyze the architectural dynamics and balancing strategies employed by these increasingly prevalent AI systems. The exploratory taxonomic classification of selected representative LLM-powered multi-agent systems illustrates its practical utility and reveals potential for future research and development. An extended version of this paper is available on arXiv (Händler, 2023).","A comprehensive multi-dimensional taxonomy is proposed, engineered to analyze how autonomous LLM-powered multi-agent systems balance the dynamic interplay between autonomy and alignment across various aspects inherent to architectural viewpoints such as goal-driven task management, agent composition, multi-agent collaboration, and context interaction."
"MindScope: Exploring Cognitive Biases in Large Language Models Through Multi-Agent Systems","https://scispace.com/paper/mindscope-exploring-cognitive-biases-in-large-language-659lqc0farby","2024","Journal Article","","Jiabao Zhao
Yilei Wang
Jinxin Shi
Yanhong Bai
Xingjiao Wu
Liang He","10.3233/faia240879","https://scispace.compdf/mindscope-exploring-cognitive-biases-in-large-language-659lqc0farby.pdf","Detecting cognitive biases in large language models (LLMs) is a fascinating task that aims to probe the existing cognitive biases within these models. Current methods for detecting cognitive biases in language models generally suffer from incomplete detection capabilities and a restricted range of detectable bias types. To address this issue, we introduced the 'MindScope' dataset, which distinctively integrates static and dynamic elements. The static component comprises 5,170 open-ended questions spanning 72 cognitive bias categories. The dynamic component leverages a rule-based, multi-agent communication framework to facilitate the generation of multi-round dialogues. This framework is flexible and readily adaptable for various psychological experiments involving LLMs. In addition, we introduce a multi-agent detection method applicable to a wide range of detection tasks, which integrates Retrieval-Augmented Generation (RAG), competitive debate, and a reinforcement learning-based decision module. Demonstrating substantial effectiveness, this method has shown to improve detection accuracy by as much as 35.10% compared to GPT-4. Codes and appendix are available at https://github.com/2279072142/MindScope.","Researchers introduce MindScope, a dataset and multi-agent detection method to identify cognitive biases in large language models, achieving 35.10% improved accuracy over GPT-4 through a rule-based framework and Retrieval-Augmented Generation (RAG) approach."
"SMoA: Improving Multi-agent Large Language Models with Sparse
  Mixture-of-Agents","https://scispace.com/paper/smoa-improving-multi-agent-large-language-models-with-sparse-10x544me9x33","2024","Journal Article","","Dawei Li
Zhen Tan
Peijia Qian
Yifan Li
Kiran Chaudhary
Lijie Hu
Jiayi Shen","10.48550/arxiv.2411.03284","https://scispace.compdf/smoa-improving-multi-agent-large-language-models-with-sparse-10x544me9x33.pdf","While multi-agent systems have been shown to significantly enhance the performance of Large Language Models (LLMs) across various tasks and applications, the dense interaction between scaling agents potentially hampers their efficiency and diversity. To address these challenges, we draw inspiration from the sparse mixture-of-agents (SMoE) and propose a sparse mixture-of-agents (SMoA) framework to improve the efficiency and diversity of multi-agent LLMs. Unlike completely connected structures, SMoA introduces novel Response Selection and Early Stopping mechanisms to sparsify information flows among individual LLM agents, striking a balance between performance and efficiency. Additionally, inspired by the expert diversity principle in SMoE frameworks for workload balance between experts, we assign distinct role descriptions to each LLM agent, fostering diverse and divergent thinking. Extensive experiments on reasoning, alignment, and fairness benchmarks demonstrate that SMoA achieves performance comparable to traditional mixture-of-agents approaches but with significantly lower computational costs. Further analysis reveals that SMoA is more stable, has a greater capacity to scale, and offers considerable potential through hyper-parameter optimization. Code and data will be available at: https://github.com/David-Li0406/SMoA. ","This study proposes SMoA, a sparse mixture-of-agents framework for multi-agent Large Language Models, introducing Response Selection and Early Stopping to sparsify information flows, improving efficiency and diversity while maintaining comparable performance to traditional approaches."
"Towards Effective GenAI Multi-Agent Collaboration: Design and Evaluation
  for Enterprise Applications","https://scispace.com/paper/towards-effective-genai-multi-agent-collaboration-design-and-1s5szzyly4fy","2024","Journal Article","","Raphael Shu
Nilaksh Das
Mingzhe Yuan
Mahendra K. Sunkara
Yi Zhang","10.48550/arxiv.2412.05449","http://arxiv.org/pdf/2412.05449","AI agents powered by large language models (LLMs) have shown strong capabilities in problem solving. Through combining many intelligent agents, multi-agent collaboration has emerged as a promising approach to tackle complex, multi-faceted problems that exceed the capabilities of single AI agents. However, designing the collaboration protocols and evaluating the effectiveness of these systems remains a significant challenge, especially for enterprise applications. This report addresses these challenges by presenting a comprehensive evaluation of coordination and routing capabilities in a novel multi-agent collaboration framework. We evaluate two key operational modes: (1) a coordination mode enabling complex task completion through parallel communication and payload referencing, and (2) a routing mode for efficient message forwarding between agents. We benchmark on a set of handcrafted scenarios from three enterprise domains, which are publicly released with the report. For coordination capabilities, we demonstrate the effectiveness of inter-agent communication and payload referencing mechanisms, achieving end-to-end goal success rates of 90%. Our analysis yields several key findings: multi-agent collaboration enhances goal success rates by up to 70% compared to single-agent approaches in our benchmarks; payload referencing improves performance on code-intensive tasks by 23%; latency can be substantially reduced with a routing mechanism that selectively bypasses agent orchestration. These findings offer valuable guidance for enterprise deployments of multi-agent systems and advance the development of scalable, efficient multi-agent collaboration frameworks. ","This report presents a novel multi-agent collaboration framework for enterprise applications, evaluating coordination and routing capabilities through benchmarking on handcrafted scenarios from three domains, achieving 90% goal success rates and up to 70% improvement over single-agent approaches."
"Multi-agent systems powered by large language models: applications in swarm intelligence","https://scispace.com/paper/multi-agent-systems-powered-by-large-language-models-tqk8lvnmkn2i","2025","Journal Article","Frontiers in artificial intelligence","Cristian Jimenez-Romero
Alper Yegenoglu
Christian Blum","10.3389/frai.2025.1593017","","This work examines the integration of large language models (LLMs) into multi-agent simulations by replacing the hard-coded programs of agents with LLM-driven prompts. The proposed approach is showcased in the context of two examples of complex systems from the field of swarm intelligence: ant colony foraging and bird flocking. Central to this study is a toolchain that integrates LLMs with the NetLogo simulation platform, leveraging its Python extension to enable communication with GPT-4o via the OpenAI API. This toolchain facilitates prompt-driven behavior generation, allowing agents to respond adaptively to environmental data. For both example applications mentioned above, we employ both structured, rule-based prompts and autonomous, knowledge-driven prompts. Our work demonstrates how this toolchain enables LLMs to study self-organizing processes and induce emergent behaviors within multi-agent environments, paving the way for new approaches to exploring intelligent systems and modeling swarm intelligence inspired by natural phenomena. We provide the code, including simulation files and data at https://github.com/crjimene/swarm_gpt . ","This study integrates large language models into multi-agent simulations, showcasing their application in swarm intelligence through ant colony foraging and bird flocking examples, leveraging a toolchain that enables prompt-driven behavior generation and adaptive responses to environmental data."
"Multi-Agent Software Development through Cross-Team Collaboration","https://scispace.com/paper/multi-agent-software-development-through-cross-team-26op4rp0h3","2024","Preprint","","Zhuoyun Du
Chen Qian
Wei Liu
Zihao Xie
Yifei Wang
Yalong Dang
Weize Chen
Cheng Yang","10.48550/arxiv.2406.08979","https://scispace.compdf/multi-agent-software-development-through-cross-team-26op4rp0h3.pdf","The latest breakthroughs in Large Language Models (LLMs), eg., ChatDev, have catalyzed profound transformations, particularly through multi-agent collaboration for software development. LLM agents can collaborate in teams like humans, and follow the waterfall model to sequentially work on requirements analysis, development, review, testing, and other phases to perform autonomous software generation. However, for an agent team, each phase in a single development process yields only one possible outcome. This results in the completion of only one development chain, thereby losing the opportunity to explore multiple potential decision paths within the solution space. Consequently, this may lead to obtaining suboptimal results. To address this challenge, we introduce Cross-Team Collaboration (CTC), a scalable multi-team framework that enables orchestrated teams to jointly propose various decisions and communicate with their insights in a cross-team collaboration environment for superior content generation. Experimental results in software development reveal a notable increase in quality compared to state-of-the-art baselines, underscoring the efficacy of our framework. The significant improvements in story generation demonstrate the promising generalization ability of our framework across various domains. We anticipate that our work will guide LLM agents towards a cross-team paradigm and contribute to their significant growth in but not limited to software development. The code and data will be available at https://github.com/OpenBMB/ChatDev. ","Multi-Agent Software Development through Cross-Team Collaboration enables coordinated decision-making and content generation across teams, leading to improved software development outcomes."
"Improving Accuracy and Generalizability via Multi-Modal Large Language Models Collaboration","https://scispace.com/paper/improving-accuracy-and-generalizability-via-multi-modal-18y6xry3xtmg","2024","Journal Article","","Shuili Zhang
Hongzhang Mu
Tingwen Liu","10.1109/ijcnn60899.2024.10651475","","With the growing interest in Large Language Models (LLMs), integrating visual tasks has led to the development of Multi-Layer Language Models (MLLMs). Despite their advancements, MLLMs face challenges in accuracy and generalization, often due to resource and time constraints. Addressing these issues, our paper introduces a novel Multi-Agent Collaborative Network for MLLMs (MLLM network). This framework harnesses collective intelligence and cooperation among multiple agents to enhance the accuracy and generalizability of MLLMs. The collaborative nature of our MLLMs—featuring inter-layer neuron interaction and information exchange—facilitates superior processing and integration of multi-modal data. This leads to marked improvements in performance. The findings underscore the efficacy and potential of our proposed framework, presenting a robust solution for complex multi-modal challenges in machine learning and artificial intelligence. Our experimental evaluations demonstrate that this approach significantly surpasses traditional single MLLM architectures in task accuracy and generalization.","This paper introduces a novel Multi-Agent Collaborative Network for Multi-Layer Language Models (MLLMs), enhancing accuracy and generalizability through collective intelligence and cooperation among multiple agents, outperforming traditional single MLLM architectures in task accuracy and generalization."
"Multi-Agent Debate Strategies to Enhance Requirements Engineering with Large Language Models","https://scispace.com/paper/multi-agent-debate-strategies-to-enhance-requirements-3ex0n9pbne5d","2025","Journal Article","arXiv.org","Marc Oriol
Quim Motger
Jordi Marco
Xavier Franch","10.48550/arxiv.2507.05981","https://scispace.compdf/multi-agent-debate-strategies-to-enhance-requirements-3ex0n9pbne5d.pdf","Context: Large Language Model (LLM) agents are becoming widely used for various Requirements Engineering (RE) tasks. Research on improving their accuracy mainly focuses on prompt engineering, model fine-tuning, and retrieval augmented generation. However, these methods often treat models as isolated black boxes - relying on single-pass outputs without iterative refinement or collaboration, limiting robustness and adaptability. Objective: We propose that, just as human debates enhance accuracy and reduce bias in RE tasks by incorporating diverse perspectives, different LLM agents debating and collaborating may achieve similar improvements. Our goal is to investigate whether Multi-Agent Debate (MAD) strategies can enhance RE performance. Method: We conducted a systematic study of existing MAD strategies across various domains to identify their key characteristics. To assess their applicability in RE, we implemented and tested a preliminary MAD-based framework for RE classification. Results: Our study identified and categorized several MAD strategies, leading to a taxonomy outlining their core attributes. Our preliminary evaluation demonstrated the feasibility of applying MAD to RE classification. Conclusions: MAD presents a promising approach for improving LLM accuracy in RE tasks. This study provides a foundational understanding of MAD strategies, offering insights for future research and refinements in RE applications.",""
"Fifth workshop on software engineering for large-scale multi-agent systems (SELMAS)","https://scispace.com/paper/fifth-workshop-on-software-engineering-for-large-scale-multi-3oyxxks1a6","2006","Proceedings Article","International Conference on Software Engineering","Ricardo Choren
Ho-fung Leung
Alessandro Garcia
Carlos José Pereira de Lucena
Holger Giese
Alexander Romanovsky","10.1145/1134285.1134484","https://www.irisa.fr/lande/lande/icse-proceedings/icse/p1022.pdf","Software is becoming present in every aspect of our lives, pushing us inevitably towards a world of ambient computing systems. Multi-agent systems (MAS) are a prominent technology which facilitates modeling and development of large-scale distributed systems. In recent years, software engineering research has focused on methodologies and techniques for improving MAS design and implementation. However, making large MAS dependable is still an open issue. The Fifth Workshop on Software Engineering for Large-Scale Multi-Agent Systems (SELMAS 2006) aims to bring together academic, industrial and commercial communities interested in agent-oriented software engineering topics to discuss the different technologies being defined and used in the development of dependable MAS.","The Fifth Workshop on Software Engineering for Large-Scale Multi-Agent Systems (SELMAS 2006) aims to bring together academic, industrial and commercial communities interested in agent-oriented software engineering topics to discuss the different technologies being defined and used in the development of dependable MAS."
"From LLMs to LLM-based Agents for Software Engineering: A Survey of
  Current, Challenges and Future","https://scispace.com/paper/from-llms-to-llm-based-agents-for-software-engineering-a-2fb63jbcpnef","2024","Journal Article","","Haolin Jin
Li Huang
Haipeng Cai
Jun Yan
Bo Li
Huaming Chen","10.48550/arxiv.2408.02479","https://scispace.compdf/from-llms-to-llm-based-agents-for-software-engineering-a-2fb63jbcpnef.pdf","With the rise of large language models (LLMs), researchers are increasingly exploring their applications in var ious vertical domains, such as software engineering. LLMs have achieved remarkable success in areas including code generation and vulnerability detection. However, they also exhibit numerous limitations and shortcomings. LLM-based agents, a novel tech nology with the potential for Artificial General Intelligence (AGI), combine LLMs as the core for decision-making and action-taking, addressing some of the inherent limitations of LLMs such as lack of autonomy and self-improvement. Despite numerous studies and surveys exploring the possibility of using LLMs in software engineering, it lacks a clear distinction between LLMs and LLM based agents. It is still in its early stage for a unified standard and benchmarking to qualify an LLM solution as an LLM-based agent in its domain. In this survey, we broadly investigate the current practice and solutions for LLMs and LLM-based agents for software engineering. In particular we summarise six key topics: requirement engineering, code generation, autonomous decision-making, software design, test generation, and software maintenance. We review and differentiate the work of LLMs and LLM-based agents from these six topics, examining their differences and similarities in tasks, benchmarks, and evaluation metrics. Finally, we discuss the models and benchmarks used, providing a comprehensive analysis of their applications and effectiveness in software engineering. We anticipate this work will shed some lights on pushing the boundaries of LLM-based agents in software engineering for future research. ","This survey investigates current LLM applications in software engineering, differentiating between LLMs and LLM-based agents, and examining their use in six key topics: requirement engineering, code generation, and software maintenance, among others."
"Consensus Is All You Need: Gossip-Based Reasoning Among Large Language Models","https://scispace.com/paper/consensus-is-all-you-need-gossip-based-reasoning-among-large-ftexssge6yne","2025","Journal Article","arXiv.org","Saksham Arora","10.48550/arxiv.2508.18292","https://scispace.compdf/consensus-is-all-you-need-gossip-based-reasoning-among-large-ftexssge6yne.pdf","Large language models have advanced rapidly, but no single model excels in every area -- each has its strengths and weaknesses. Instead of relying on one model alone, we take inspiration from gossip protocols in distributed systems, where information is exchanged with peers until they all come to an agreement. In this setup, models exchange answers and gradually work toward a shared solution. Each LLM acts as a node in a peer-to-peer network, sharing responses and thought processes to reach a collective decision. Our results show that this""gossip-based consensus""leads to robust, resilient, and accurate multi-agent AI reasoning. It helps overcome the weaknesses of individual models and brings out their collective strengths. This approach is similar to how humans build consensus, making AI seem more collaborative and trustworthy instead of just a black-box program.","Large language models achieve robust, resilient, and accurate multi-agent reasoning through ""gossip-based consensus"", where models exchange answers and thought processes to reach a collective decision, leveraging their collective strengths and overcoming individual weaknesses."
